id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points
693,EDER - TRADE shpk,2047,0.011577626,0.041626331,0.018987342,0.016393443,0.008605852,6.66E-07,0,10.16671397,3
694,KHEME CHEMICAL SL,24052,0.015343842,0.076476283,0.015822785,0,0.048192771,0,0,10.16520173,3
695,OBO-Werke GmbH,21179,0.008508858,0.046466602,0.009493671,0.016393443,0.04475043,0,0,10.1637172,3
696,R. E R. GROUP S.R.L.,25780,0.033616962,0.033881897,0.025316456,0,0.034423408,0,0,10.1594045,3
697,TAGROS CHEMICALS INDIA PVT LTD,1747,0.07351095,0.063891578,0,0,0.065404475,0,0,10.14035014,3
698,Bir Artı Galvaniz,19365,0.023434231,0.020329138,0.037974684,0,0.006884682,0,0,10.12733925,3
699,Quay Pharmaceuticals Ltd.,22007,0.009485284,0.022265247,0.034810127,0,0.030981067,0,0,10.09860521,3
700,DOKUZ KİMYA ARGE DIŞ TİC VE SAN LTD ŞTİ,29552,0.021481378,0.037754114,0.015822785,0,0.079173838,0,0,10.08502349,3
701,"Guimapapel, Lda.",29882,0.029711257,0.030009681,0.022151899,0,0.053356282,0,0,10.08424073,3
702,VIATIX,18545,0.015901799,0.031945789,0.037974684,0,0.00172117,0,0,10.07337465,3
703,Emerell AG,11091,0.013530478,0.084220716,0.009493671,0,0.065404475,0,0,10.05651767,3
704,Mercan Kimya,25128,0.01562282,0.066795741,0.006329114,0,0.092943201,0,0,10.03391091,3
705,ENVIROPOWER LTD,31670,0.036546241,0.068731849,0.012658228,0,0.04475043,0,0,10.03307157,3
706,Seles GmbH,2649,0.025387083,0.05517909,0.022151899,0,0.030981067,0,0,10.00774177,3
707,ONUR KIMYA BOYA VE SAN. İNŞ. LTD. ŞTİ.,24100,0.016041289,0.011616651,0.028481013,0,0.058519793,0,0,10.00508918,3
708,ACS Advanced Coating Solutions AG,11866,0.011856605,0.012584705,0.009493671,0.032786885,0.005163511,0.000682175,0,10.00456977,3
709,Coryton advanced fuels,9363,0.017994141,0.077444337,0.018987342,0,0.027538726,0,0,9.946328587,3
710,Orjala Trade and Consulting OTC Ltd,21365,0.031106151,0.03678606,0.018987342,0,0.055077453,0,0,9.945951563,3
711,BARBOT - INDUSTRIA DE TINTAS SA,23771,0.0132515,0.053242982,0.015822785,0,0.068846816,0,0,9.93162181,3
712,Simya Kimya,22646,0.013669968,0,0.037974684,0,0.032702238,0,0,9.913546981,3
713,ISCA FUTURA SOC COOP,32378,0.007532431,0.016456922,0.037974684,0,0.022375215,0,0,9.913165111,3
714,AprintaPro GmbH,20799,0.012135584,0.024201355,0.015822785,0.016393443,0.032702238,0,0,9.895204315,3
715,Voelpker Spezialprodukte GmbH,1607,0.014925373,0.075508228,0.012658228,0,0.056798623,0,0,9.893256803,3
716,Adidana SRL,33887,0.029153299,0.043562439,0.006329114,0,0.099827883,0,0,9.893003854,3
717,LORI RKF,20666,0.025247594,0.030009681,0.006329114,0,0.117039587,0,0,9.880665848,3
718,PCN Materials IKE,31948,0.022736783,0.015488867,0.022151899,0,0.070567986,0,0,9.870061596,3
719,UNICOL SRL,29627,0.030269215,0.049370765,0.012658228,0,0.067125645,0,0,9.869926813,3
720,Itac Limited,22102,0.009066815,0.012584705,0.015822785,0.016393443,0.046471601,8.33E-05,0,9.857732199,3
721,Monteagle International (UK) Limited,21947,0.015204352,0.082284608,0.015822785,0,0.036144578,0,0,9.846233878,3
722,HELFE GmbH & Co KG,32826,0.03152462,0.028073572,0.015822785,0,0.074010327,0,0,9.844982914,3
723,Kaesler,34539,0.026084531,0.01839303,0.028481013,0,0.037865749,0,0,9.813367998,3
724,Stampolube,16909,0.01827312,0.07357212,0.012658228,0,0.053356282,0,0,9.791721704,3
725,PH Bulktrade ApS,15379,0.019807505,0.069699903,0.015822785,0,0.04302926,0,0,9.791390343,3
726,KURUL GROUP PETROL ÜRÜNLERİ,34159,0.037941135,0.030009681,0.028481013,0,0.013769363,0,0,9.782211489,3
727,IGET CHIMIE,21095,0.016180778,0.017424976,0.018987342,0,0.08605852,0,0,9.780682052,3
728,UAB Aromika,31275,0.025805552,0.046466602,0.022151899,0,0.034423408,0,0,9.765157833,3
729,PLANTAG endüstriyel boya vernik,27735,0.008787837,0.015488867,0.037974684,0,0.018932874,0,0,9.755415621,3
730,Assindia Chemie GmbH,8422,0.006556005,0.022265247,0.03164557,0,0.039586919,0,0,9.749522473,3
731,ALEX XTRM TECHNOLOGIES,23666,0.006137537,0.004840271,0.006329114,0.032786885,0.027538726,0,0,9.749026534,3
732,Bel Chimica Srl,780,0.02092342,0.030009681,0.012658228,0.016393443,0.027538726,0,0,9.733925452,3
733,Colorificio Brandini S.r.l.,19851,0.027897894,0.06195547,0.015822785,0,0.04130809,0,0,9.722629598,3
734,Palmer Holland,1353,0.069186776,0.007744434,0,0,0.117039587,0,0,9.69853985,3
735,AKER KIMYA,28018,0.012833031,0.019361084,0.022151899,0,0.072289157,0,0,9.654543345,3
736,CLAUDIA CHEMICAL KFT.,31662,0.043102246,0.050338819,0.015822785,0,0.036144578,0,0,9.643839115,3
737,Radchem Sp.zo.o. Sp.K.,19271,0.008090389,0.014520813,0.034810127,0,0.030981067,0,0,9.64163879,3
738,Ecochem International NV,1162,0.01841261,0.047434656,0.015822785,0,0.063683305,0,0,9.641085504,3
739,Align Chemical Ltd,2807,0.015901799,0.016456922,0.028481013,0,0.046471601,0,0,9.637718616,3
740,F/List GMBH,26052,0.01841261,0.03678606,0.015822785,0,0.074010327,0,0,9.625006807,3
741,FlyKimya Boya,20454,0.022876273,0.033881897,0.025316456,0,0.034423408,0,0,9.622370046,3
742,VanBerkel Consultancy,30736,0.021481378,0.040658277,0.022151899,0,0.04130809,0,0,9.602766973,3
743,Loacker AG,27250,0.0132515,0.144240077,0.003164557,0,0.020654045,0,0,9.540192478,3
744,H K WENTWORTH LTD,19778,0.013809457,0.074540174,0.012658228,0,0.051635112,0,0,9.530882745,3
745,Transfertex GmbH & Co. Thermodruck KG,24097,0.025666062,0.009680542,0.028481013,0,0.04130809,0,0,9.528937223,3
746,DS Color,20705,0.006137537,0.014520813,0.012658228,0.016393443,0.053356282,0.00012516,0,9.523581692,3
747,Samtack S.L.,24582,0.006834984,0.023233301,0.015822785,0.016393443,0.029259897,0.001073896,0,9.51704421,3
748,IMCD,13881,0.049379272,0.004840271,0,0,0.135972461,0,0,9.50960021,3
749,Orthene Chemicals Ltd,35235,0.006695494,0.046466602,0.03164557,0,0.010327022,0,0,9.503569874,3
750,DUROPLAST-CHEMIE GmbH,24316,0.000278979,0,0.028481013,0.016393443,0.003442341,0.003398912,0,9.500848277,3
751,JSC Galileo Nanotech,31716,0.017436184,0.058083253,0.012658228,0,0.063683305,0,0,9.491782613,3
752,Synovelle,11654,0.015064863,0.088092933,0.003164557,0,0.074010327,0,0,9.491317534,3
753,REVIMA SOA,22897,0.007113963,0.004840271,0.018987342,0.016393443,0.036144578,0,0,9.481097492,3
754,Storitve in prodaja Ana Mrak s.p.,32160,0.03947552,0.01839303,0.012658228,0,0.080895009,0,0,9.46982348,3
755,DieHofstetters OH,35070,0.011996094,0.076476283,0.018987342,0,0.024096386,0,0,9.42590648,3
756,"Fertikey, S.L.",32796,0.02357372,0.049370765,0.006329114,0,0.089500861,0,0,9.388090061,3
757,RECON CHEMICALS MIDDLE EAST FZE,1300,0.065978519,0.0803485,0,0,0.04130809,0,0,9.381755382,3
758,Kartomel DOOEL Bitola,24759,0.00781141,0.020329138,0.03164557,0,0.032702238,0,0,9.371253234,3
759,ViskoTeepak nv,23338,0.03933603,0.043562439,0.006329114,0,0.079173838,0,0,9.369438177,3
760,Kilfrost Ltd,31121,0.022178825,0.057115198,0.015822785,0,0.04475043,0,0,9.366779674,3
761,Antico Saponificio Salentino,32787,0.020644441,0.042594385,0.015822785,0,0.060240964,0,0,9.338546486,3
762,Omya Spa,23494,0.012414563,0.01839303,0.03164557,0,0.029259897,0,0,9.332488396,3
763,Green Solutions srl,32523,0.030548194,0.044530494,0.015822785,0,0.048192771,0,0,9.328129882,3
764,Galena pharma Oy,30987,0.041288883,0.023233301,0.015822785,0,0.058519793,0,0,9.316655823,3
765,H.C. Starck Tungsten GmbH,33072,0.022597294,0.0803485,0.012658228,0,0.032702238,0,0,9.314047117,3
766,Medico domus,10156,0.011298647,0.016456922,0.034810127,0,0.018932874,0,0,9.296447461,3
767,automsource,29598,0.032919515,0.028073572,0.022151899,0,0.036144578,0,0,9.287262997,3
768,Barcelonesa De Drogas Y Productos Quimicos,6380,0.01827312,0.115198451,0.003164557,0,0.039586919,0,0,9.285835922,3
769,laminazione sottile,15538,0.001673874,0.004840271,0.044303797,0,0.00172117,0,0,9.272525247,3
770,Esefoglu Altın Kırtasiye İth. İhr. San. Tic. Ltd. Sti,33334,0.022318315,0.040658277,0.018987342,0,0.046471601,0,0,9.26987798,3
771,Evolutics International Pvt. Ltd.,24241,0.020225973,0.032913843,0.015822785,0,0.068846816,0,0,9.263888559,3
772,Dr.Fisher S.A.S,23355,0.023294741,0.026137464,0.015822785,0,0.072289157,0,0,9.250625041,3
773,TIBTECH Innovations,24667,0.0079509,0.019361084,0.012658228,0.016393443,0.04130809,0,0,9.241337766,3
774,OKALIN Karl Obermayer Farbenerzeugungs GesmbH,19425,0.006556005,0.003872217,0.025316456,0.016393443,0.006884682,0,0,9.207624836,3
775,SINTECNO SINMAST HELLAS,25125,0.002231831,0.006776379,0.041139241,0,0.010327022,0,0,9.194609769,3
776,Hitchem Exim,31633,0.023015762,0.068731849,0.012658228,0,0.04130809,0,0,9.184430609,3
777,Zep Italia srl,6566,0.014367415,0.072604066,0.018987342,0,0.020654045,0,0,9.178744646,3
778,Arlanxeo Deutschland GmbH,741,0.023015762,0.075508228,0.003164557,0,0.072289157,0,0,9.173568762,3
779,TISCO doo,16640,0.009764263,0.025169409,0.009493671,0.016393443,0.04475043,0,0,9.161627831,3
780,Nexchem DOO,25483,0.01827312,0.022265247,0.022151899,0,0.053356282,0,0,9.125112222,3
781,Caldic Italia Srl,18706,0.026642488,0.048402711,0.012658228,0,0.056798623,0,0,9.123836675,3
782,ELMIKA DOGRAMANTZI,33875,0.026084531,0.033881897,0.018987342,0,0.046471601,0,0,9.119369789,3
783,Camea Sp. z o.o.,20939,0.011577626,0.056147144,0.022151899,0,0.025817556,0,0,9.10749605,3
784,RECYL SAS,16814,0.004603152,0.013552759,0.037974684,0,0.012048193,0,0,9.105141918,3
785,Azelis France Sas,763,0.029711257,0.007744434,0,0,0.144578313,0,0,9.101700187,3
786,DRAGON,17171,0.001255405,0.000968054,0.044303797,0,0.00172117,0,0,9.057990985,3
787,Fujifilm Belgium NV,3622,0.011438136,0.11035818,0.003164557,0,0.046471601,0,0,9.046307251,3
788,"J S Rex Enterprise Co., Ltd.",28963,0.054540382,0.043562439,0,0,0.082616179,0,0,9.035950035,3
789,S-Group d.o.o.,17384,0.012833031,0.053242982,0.022151899,0,0.025817556,0,0,9.025058179,3
790,"Ascanio Química, S.A.",29119,0.02887432,0.059051307,0.006329114,0,0.067125645,0,0,9.0183864,3
791,CHEMPIA CO. LTD,2885,0.06556005,0.049370765,0,0,0.065404475,0,0,9.016764501,3
792,E. Epple & Co. GmbH,17932,0.011717115,0.0803485,0.009493671,0,0.049913941,0,0,8.997711995,3
793,DEKORAL BOYA Kimya Sanayi ve Ticaret A. Ş.,17166,0.002231831,0.009680542,0.041139241,0,0.003442341,0,0,8.995583821,3
794,Siegwerk France S.A.S,13700,0.01046171,0.114230397,0,0,0.055077453,0,0,8.988477986,3
795,İMECE PLASTİK,31686,0.026781978,0.031945789,0.018987342,0,0.04475043,0,0,8.971378215,3
796,ARCAN GmbH,10054,0.010182731,0.008712488,0.037974684,0,0.008605852,0,0,8.969990263,3
797,Nordmann UK Fine Chemicals,30741,0.01576231,0.044530494,0.018987342,0,0.04302926,0,0,8.963571532,3
798,Textilhanddruckerei Fromholzer,11076,0.023434231,0.024201355,0.009493671,0.016393443,0.027538726,0.0001053,0,8.946668282,3
799,Materia S.r.l.,31169,0.020783931,0.019361084,0.012658228,0,0.08777969,0,0,8.927880831,3
800,KSAN SIA,20350,0.004324174,0.004840271,0.037974684,0,0.017211704,0,0,8.913744136,3
801,On Limited,33226,0.051332124,0.037754114,0.015822785,0,0.025817556,0,0,8.909746692,3
802,Anoma d.o.o.,31442,0.017994141,0.047434656,0.012658228,0,0.061962134,0,0,8.901192171,3
803,FSUE «SCTB «Technolog»,34439,0.019807505,0.006776379,0.034810127,0,0.012048193,0,0,8.893629156,3
804,"Company Art Industria, FPE",6070,0.006834984,0.032913843,0.028481013,0,0.024096386,0,0,8.888463165,3
805,Caldic Iberica SLU,17265,0.016320268,0.074540174,0.012658228,0,0.036144578,0,0,8.881896589,3
806,Eplaks Makina Kim.Mad.VE İTH.İHR.LTD.STİ,18748,0.000418468,0,0.044303797,0,0,0,0,8.881682914,3
807,HSH Chemie GmbH,1652,0.015064863,0.053242982,0.012658228,0,0.058519793,0,0,8.873027453,3
808,Grimas BV,15691,0.017994141,0.106485963,0.003164557,0,0.039586919,0,0,8.83626258,3
809,OWT,5800,0.016041289,0.134559535,0,0,0.025817556,0,0,8.820919008,3
810,IPT CHEM,27566,0.021481378,0.066795741,0.009493671,0,0.049913941,0,0,8.808287187,3
811,P&G Technology SRL,30837,0.018552099,0.100677638,0.009493671,0,0.018932874,0,0,8.806864758,3
812,Alsa Kimya ltd,2233,0.023015762,0.038722168,0.012658228,0,0.063683305,0,0,8.80270734,3
813,Forest Chemical Group,17671,0.018133631,0.053242982,0.015822785,0,0.04130809,0,0,8.798792063,3
814,VIV COLOR srl,14557,0.018133631,0.081316554,0.012658228,0,0.025817556,0,0,8.795032598,3
815,POLEN KİMYA SAN.ve TİC.A.Ş.,18807,0.024410657,0.011616651,0.028481013,0,0.025817556,0,0,8.788445705,3
816,European Commercial Product s. r. o.,34942,0.016878226,0.05517909,0.018987342,0,0.027538726,0,0,8.777270457,3
817,VERTEA SAS,23090,0.006277026,0.119070668,0.009493671,0,0.012048193,0,0,8.768528518,3
818,A.S.Shoe Accessories Pvt Ltd,27450,0.012135584,0.06195547,0.015822785,0,0.037865749,0,0,8.762397061,3
819,MARMARA METAL,20802,0.008508858,0.044530494,0.025316456,0,0.020654045,0,0,8.747960941,3
820,Boytem Boya ve Kimya San. Tic. Ltd. Şti.,18191,0.008787837,0.032913843,0.028481013,0,0.018932874,0,0,8.727930234,3
821,Vrbeks doo,24671,0.020225973,0.038722168,0.018987342,0,0.039586919,0,0,8.724221379,3
822,IC Development Group LLC,18595,0.010880179,0.047434656,0.022151899,0,0.027538726,0,0,8.723057808,3
823,Metkim Kimyevi Maddeler Ltd.Sti,3108,0.010740689,0.010648596,0.034810127,0,0.013769363,0,0,8.719957745,3
824,recoll international srl,29150,0.025526573,0.033881897,0.015822785,0,0.051635112,0,0,8.716736062,3
825,Coral SA,913,0.027758404,0.077444337,0.009493671,0,0.030981067,0,0,8.70792459,3
826,Legran LCC,26059,0.008090389,0.034849952,0.028481013,0,0.017211704,0,0,8.703804768,3
827,"EMILIO PEÑA, S.A.",5617,0.013669968,0.024201355,0.018987342,0,0.060240964,0,0,8.703082707,3
828,Agroferm Ltd.,12609,0.010880179,0.083252662,0.012658228,0,0.029259897,0,0,8.701282441,3
829,Unitec Helmsdorf GmbH,5506,0.006416516,0.020329138,0.009493671,0.016393443,0.030981067,0.006373854,0,8.701144127,3
830,NBI Consortium Ltd.,28391,0.013669968,0.05517909,0.009493671,0,0.067125645,0,0,8.697469346,3
831,Kompozit Akademi,31797,0.017436184,0.049370765,0.018987342,0,0.030981067,0,0,8.686869127,3
832,Donaldson Filtration Europe,30045,0.009903752,0.020329138,0.028481013,0,0.029259897,0,0,8.670841903,3
833,OMAK EV GERECLERI VE ISITMA SISTEMLER,31057,0.030827173,0.054211036,0.009493671,0,0.049913941,0,0,8.64634167,3
834,ACB,22334,0.006137537,0.012584705,0.006329114,0.016393443,0.034423408,0.014328748,0,8.634668587,3
835,ER-LAC G.D.KOUTLIS S.A,11876,0.012275073,0.003872217,0.034810127,0,0.017211704,0,0,8.629975018,3
836,"The Branch of Behn Meyer Vietnam Co., Ltd. in Bac Ninh",1434,0.025387083,0.045498548,0,0,0.101549053,0,0,8.621734228,3
837,Hilltop Honey Ltd,34154,0.014646394,0.05517909,0.022151899,0,0.013769363,0,0,8.610122116,3
838,Nebor Trading S.L.,23218,0.010182731,0.040658277,0.022151899,0,0.032702238,0,0,8.607542026,3
839,Alschu Chemie GmbH,31189,0.012693542,0.021297193,0.028481013,0,0.024096386,0,0,8.600558523,3
840,WestWood Kunststofftechnik GmbH,18637,0.010322221,0.05517909,0.015822785,0,0.04302926,0,0,8.591085492,3
841,LARRAGARD LIMITED,23209,0.01562282,0.005808325,0.009493671,0.016393443,0.04302926,0.001865403,0,8.586983291,3
842,Asit Ticaret Ltd.,31836,0.02371321,0.084220716,0.009493671,0,0.025817556,0,0,8.586308275,3
843,Schaumaplast GmbH & Co. KG,18137,0.014925373,0.064859632,0.018987342,0,0.015490534,0,0,8.561245296,3
844,Handelsvertretung Sabine Alisch e.K.,20347,0.008787837,0.06195547,0,0,0.099827883,0,0,8.528559449,3
845,Nordic Color Danmark ApS​,1566,0.062770261,0.062923524,0,0,0.04475043,0,0,8.522210743,3
846,Nortem Chem S.A,30798,0.045613056,0.011616651,0.015822785,0,0.049913941,0,0,8.521739373,3
847,Oxytabs GmbH,30093,0.021481378,0.045498548,0.009493671,0,0.065404475,0,0,8.517954233,3
848,Repsol,32587,0.03947552,0.025169409,0.012658228,0,0.055077453,0,0,8.517764657,3
849,AFFIX Labs Oy,29159,0.035709304,0.038722168,0.006329114,0,0.070567986,0,0,8.515795716,3
850,LEVACO Chemicals GmbH,1956,0.008508858,0.05517909,0.006329114,0,0.080895009,0,0,8.494970596,3
851,ASSAN Group,36081,0.018831078,0.062923524,0.018987342,0,0.012048193,0,0,8.487608092,3
852,Matt Wild LLC DBA therawick,26074,0.009066815,0.067763795,0.015822785,0,0.029259897,0,0,8.46908231,3
853,William Blythe,29872,0.027060957,0.041626331,0.012658228,0,0.049913941,0,0,8.461707042,3
854,AB Novoselski,31969,0.017994141,0.022265247,0.015822785,0,0.065404475,0,0,8.447750129,3
855,Oilchem Corporation,28530,0.013948947,0.025169409,0.028481013,0,0.015490534,0,0,8.426647027,3
856,Casale SA,24695,0.008229879,0.022265247,0.028481013,0,0.024096386,0,0,8.425778084,3
857,Lohmann Laborservice GmbH,15325,0.010880179,0.09196515,0,0,0.065404475,0,0,8.412490182,3
858,CPS ITALIA SRL,31997,0.004324174,0.150048403,0,0,0.013769363,0,0,8.40709697,3
859,ROTEX INTEGRATED BUSINESS LTD,29467,0.017575673,0.040658277,0.022151899,0,0.020654045,0,0,8.374779479,3
860,ACRILOVE d.o.o.,27265,0.017854652,0.060019361,0.009493671,0,0.051635112,0,0,8.374190424,3
861,Kamig KG,24287,0.027897894,0.008712488,0.006329114,0.016393443,0.037865749,0.000951695,0,8.363487371,3
862,Tint Production,34472,0.008927326,0.144240077,0,0,0.013769363,0,0,8.34683833,3
863,HISPANAMER,23352,0.011996094,0.038722168,0.012658228,0,0.065404475,0,0,8.337782459,3
864,"Tecnicola, SA",30655,0.020365462,0.013552759,0.022151899,0,0.04302926,0,0,8.27775381,3
865,LLC Bina Group,29653,0.077556145,0.048402711,0,0,0.039586919,0,0,8.277288708,3
866,STEINER,22669,0.021899847,0.037754114,0.012658228,0,0.055077453,0,0,8.268216243,3
867,Glue Chim prod srl,24507,0.0106012,0.030009681,0.022151899,0,0.036144578,0,0,8.26815267,3
868,P&J Partners LTD,28929,0.012833031,0.024201355,0.022151899,0,0.039586919,0,0,8.261445021,3
869,BIN Commerce doo,24040,0.014785884,0.050338819,0.018987342,0,0.024096386,0,0,8.258522764,3
870,CVA WELLS,25031,0.010182731,0.030977735,0,0,0.123924269,0,0,8.254236723,3
871,Banyan Recycling Nahid Giersch E.K.,952,0.016320268,0.072604066,0,0,0.075731497,0,0,8.232791553,3
872,Tintes Egara,33610,0.019249547,0.056147144,0.015822785,0,0.025817556,0,0,8.225269304,3
873,Beck & Jørgensen,28953,0.020225973,0.09874153,0.003164557,0,0.032702238,0,0,8.216398392,3
874,BS Chemical,32971,0.027060957,0.056147144,0.009493671,0,0.04302926,0,0,8.210602229,3
875,Newtech Chemical Company,27951,0.009903752,0.046466602,0.022151899,0,0.018932874,0,0,8.195541184,3
876,Silvaprodukt d.o.o.,7523,0.019389036,0.060019361,0.009493671,0,0.046471601,0,0,8.192734072,3
877,Solid Chemicals GmbH,16563,0.013948947,0.016456922,0.003164557,0.016393443,0.048192771,0.003412241,0,8.182756035,3
878,Gebr.Hoffsümmer Spezialpapier GmbH&Co.KG,32459,0.031803599,0.051306873,0.006329114,0,0.055077453,0,0,8.175219019,3
879,hubergroup Deutschland GmbH,24898,0.008648347,0.013552759,0.012658228,0.016393443,0.020654045,0.002189299,0,8.172021574,3
880,A&A Automotive limited,32700,0.017994141,0.033881897,0.015822785,0,0.048192771,0,0,8.167997458,3
881,Blagoleks,27903,0.012972521,0.014520813,0.025316456,0,0.034423408,0,0,8.159128222,3
882,Wall Chemie GmbH,31682,0.020086483,0.030977735,0.018987342,0,0.036144578,0,0,8.157908181,3
883,Eurolux gradnja,31725,0.006834984,0.026137464,0.03164557,0,0.003442341,0,0,8.149853346,3
884,SKINPLAST SRL,23789,0.008927326,0.030009681,0.025316456,0,0.022375215,0,0,8.128902223,3
885,Groupe Bordet,30485,0.019946994,0.074540174,0.012658228,0,0.017211704,0,0,8.11658918,3
886,Whale Spray SL,23700,0.013390989,0.058083253,0.015822785,0,0.027538726,0,0,8.115205361,3
887,Akemi chemisch technische Spezialfabrik GmbH,15532,0.005998047,0.017424976,0.012658228,0.016393443,0.022375215,0,0,8.100245999,3
888,HECK Wall Systems GmbH,24801,0.006416516,0.029041626,0.003164557,0.016393443,0.048192771,0,0,8.094145565,3
889,Logic Chemie BV,4156,0.009903752,0.015488867,0.028481013,0,0.022375215,0,0,8.084594271,3
890,CoTra UG,21590,0.023155252,0.084220716,0.003164557,0,0.04130809,0,0,8.067114274,3
891,Sarco Chemicals srl,21198,0.011996094,0.065827686,0.012658228,0,0.032702238,0,0,8.057946478,3
892,ProKalk,14742,0.014227926,0.051306873,0.012658228,0,0.04475043,0,0,8.045907033,3
893,GXC Coatings GmbH,14316,0.021341889,0.034849952,0.015822785,0,0.04130809,0,0,8.039553451,3
894,Kemper Farben GmbH,24699,0.013390989,0.007744434,0.006329114,0.016393443,0.048192771,0.00011413,0,8.022334012,3
895,ReUse srl,34007,0.020225973,0.034849952,0.009493671,0,0.067125645,0,0,8.008812676,3
896,Chemetall,17148,0.012554052,0.049370765,0.009493671,0,0.060240964,0,0,8.007023217,3
897,Syskem Chemie Gmbh,144,0.015483331,0.032913843,0.015822785,0,0.048192771,0,0,7.994054225,3
898,Lebenskraftpur GMBH & CO KG,33172,0.003208258,0.017424976,0.03164557,0,0.012048193,0,0,7.963185241,3
899,Specialty Surfaces Oy,21362,0.003766216,0.022265247,0.028481013,0,0.018932874,0,0,7.944419375,3
900,HDS-Chemie Handels GesmbH,9165,0.010182731,0.046466602,0.009493671,0,0.063683305,0,0,7.915366076,3
901,Polihim-SS Ltd,21645,0.014227926,0.014520813,0.025316456,0,0.027538726,0,0,7.877664404,3
902,Solmaster Oy,4805,0.017157205,0.062923524,0.006329114,0,0.051635112,0,0,7.851614796,3
903,Haska Plastics LLC,17210,0.009764263,0.012584705,0.028481013,0,0.020654045,0,0,7.846353146,3
904,Bhealthier,23739,0.016180778,0.009680542,0.006329114,0.016393443,0.039586919,0.000163281,0,7.833251396,3
905,Ezelkim Kimya,33867,0.020086483,0.027105518,0.022151899,0,0.020654045,0,0,7.822682053,3
906,Signatekma Boya ve Sinyalizasyon San. Tic. A.Ş.,18566,0.006137537,0.030009681,0.025316456,0,0.018932874,0,0,7.817295715,3
907,INGEVITY,13991,0.003208258,0.005808325,0.003164557,0.032786885,0.003442341,3.33E-05,0,7.8165669,3
908,PMS International S.L,24366,0.007113963,0.050338819,0.018987342,0,0.022375215,0,0,7.788868205,3
909,SEMKIM Boya ve Kimyevi Mad. San. Tic. Ltd. Şti.,8683,0.017715163,0.033881897,0.012658228,0,0.053356282,0,0,7.779312678,3
910,Creartec trend-design-gmbh,9077,0.002231831,0.037754114,0.009493671,0.016393443,0.012048193,0,0,7.779129627,3
911,Spiver Srl,18419,0.008927326,0.033881897,0.022151899,0,0.024096386,0,0,7.775660193,3
912,Tribotecc,28770,0.012693542,0.030009681,0.022151899,0,0.024096386,0,0,7.770360133,3
913,Leavs AB,17426,0.014088436,0.049370765,0.012658228,0,0.04130809,0,0,7.770010099,3
914,Globachem Discovery Ltd,13806,0.008927326,0.025169409,0.028481013,0,0.006884682,0,0,7.745273385,3
915,"SANYO TRADING CO.,LTD.",5419,0.088296834,0.01839303,0,0,0.048192771,0,0,7.744131734,3
916,MAV,14791,0.011298647,0.027105518,0.022151899,0,0.027538726,0,0,7.727524307,3
917,Jobachem Gmbh,989,0.031803599,0.010648596,0.006329114,0,0.08605852,0,0,7.691358532,3
918,Oy Celego Ab,2272,0.033616962,0.022265247,0.015822785,0,0.034423408,0,0,7.679837797,3
919,VMP Chemiekontor GmbH,5830,0.016180778,0.05517909,0.003164557,0,0.068846816,0,0,7.643245603,3
920,Laboratoris Bleuet S.L,22116,0.00516111,0.029041626,0.025316456,0,0.017211704,0,0,7.634013171,3
921,Artech GmbH,20169,0.013669968,0.01839303,0.025316456,0,0.018932874,0,0,7.613084753,3
922,Scandir Chemicals AB,17963,0.013669968,0.064859632,0.015822785,0,0.010327022,0,0,7.607388084,3
923,Evolube Kft.,29307,0.022318315,0.071636012,0.006329114,0,0.032702238,0,0,7.59865099,3
924,Carmatod,24731,0.008648347,0.021297193,0.025316456,0,0.020654045,0,0,7.593270361,3
925,Chemence Ltd,16349,0.003766216,0,0.015822785,0.016393443,0.018932874,0,0,7.578199987,3
926,CENTRAL CHIMICA S.R.L.,31624,0.013390989,0.039690223,0.018987342,0,0.022375215,0,0,7.570289693,3
927,IRTECON S.L.,24013,0.009206305,0.037754114,0.022151899,0,0.015490534,0,0,7.552927383,3
928,Oxford Nanosystems Ltd,23092,0.008648347,0.043562439,0.012658228,0,0.048192771,0,0,7.551823451,3
929,Huiles-et-Sens,24480,0.00516111,0.016456922,0.009493671,0.016393443,0.025817556,0,0,7.549202095,3
930,Omya,26129,0.014088436,0.049370765,0.015822785,0,0.024096386,0,0,7.542336293,3
931,GEB SAS,17809,0.00781141,0.034849952,0.025316456,0,0.006884682,0,0,7.54059331,3
932,NOGALES & POTRA AG. LDA,22894,0.006974473,0.019361084,0.028481013,0,0.010327022,0,0,7.529331533,3
933,A. FLOROPOULOU SA,31078,0.014925373,0.024201355,0.006329114,0,0.08605852,0,0,7.525085195,3
934,Bulletliner France,34481,0.007253452,0.019361084,0.025316456,0,0.022375215,0,0,7.512778726,3
935,CEPSA,34005,0.012693542,0.082284608,0.006329114,0,0.029259897,0,0,7.4777251,3
936,IKENGA TURKEY PAZARLAM DIS TICARET A.S,18080,0.00781141,0.035818006,0.022151899,0,0.017211704,0,0,7.472435747,3
937,Visater,16193,0.016599247,0.043562439,0.015822785,0,0.025817556,0,0,7.463519072,3
