id,Companyname,Companyid,page_views,offers,orders,company_reply_rate,product_completness,total_order_value_in_euro,monetize_amount,wootric_score,total_points,Groups on Final Points,KmeansClusterPredicted_2Clusters,KmeansClusterPredicted_3Clusters,KmeansClusterPredicted_4Clusters,KmeansClusterPredicted_5Clusters,KmeansClusterPredicted_6Clusters,KmeansClusterPredicted_7Clusters,KmeansClusterPredicted_8Clusters
1055,CHEMION AG,23732,0.005261312,0.036446469,0,0.8125,0.71,0,0,0,83.67735944,1,0,1,1,0,3,1,0
1056,BLC BAKLIYAT IC VE DIS TIC. LTD. STI,23740,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1057,Unilex Colours & Chemicals Limited,23754,0.001543318,0,0,0,0.442727273,0,0,0,22.21352954,2,1,0,2,1,4,2,1
1058,russian resurs,23757,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1059,Coral SA,23761,0.010522624,0,0,0.666666667,0.57,0,0,0,62.35946452,1,0,1,1,0,0,6,7
1060,"Abosn (Dezhou) New Material Co.,Ltd",23792,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1061,Mavi Plastik Kimya Ins. San. Ve Dis Tic. A.S.,23888,0.016836198,0.186788155,0.018181818,0.814814815,0.278970588,0.027682211,0,0,99.29329572,1,0,1,1,0,3,1,5
1062,platanus -h kft,23897,0,0,0,0,0.785,0,0,0,39.25,2,1,0,2,2,1,4,2
1063,"HaBo Hong Kong Co., Limited.",23920,0,0,0,0,0.163913044,0,0,0,8.195652174,2,1,2,0,3,2,0,3
1064,Nupol Chemicals LLP,23929,0.009049456,0,0,0,0.777619048,0,0,0,39.3334252,2,1,0,2,2,1,4,2
1065,HECCKEM Kimyevi Mad. İth.İhr. San. ve Tic. A.Ş.,23937,0.044966678,0.070615034,0.009090909,0.625766871,0.55,0,0,0,76.97786613,1,0,1,1,0,0,6,7
1066,UKR EKSPORT PRO LLC,23945,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1067,LUBREXCEL SALES & DISTRIBUTION SRL,24021,0.00343739,0,0,0,0.86,0,0,0,43.17186952,1,1,0,2,2,1,4,2
1068,"shijiazhuang jinghong chemical technology co.,ltd.",24029,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1069,Chemdel LLC.,24049,0.003788145,0,0,0,0.402777778,0,0,0,20.32829611,2,1,0,2,1,4,2,1
1070,Productos Albi,24051,0.009680814,0,0,0,0.86,0,0,0,43.48404069,1,1,0,2,2,1,4,2
1071,ab,24129,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1072,Yigitoglu Kimya,24145,0.235356015,0.444191344,0.018181818,1,0.758026316,0.06577951,0,0,198.7217,0,0,1,1,0,3,1,0
1073,"Xingtai Xingjiu New Material Technology Co., Ltd.",24179,0,0,0,0,0.465,0,0,0,23.25,2,1,0,2,1,4,2,1
1074,KPM,24215,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
1075,Chemscout Speciality Chemicals LLP,24226,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1076,Sincerus LLC,24234,0,0,0,0,0.711111111,0,0,0,35.55555556,2,1,0,2,2,1,4,2
1077,prefere paraform GmbH & Co. KG,24291,0.001052262,0,0,0,0.715,0,0,0,35.80261312,2,1,0,2,2,1,4,2
1078,Telko Ukraine,24301,0.014100316,0,0,0,1,0,0,0,50.70501578,1,1,0,2,2,1,4,2
1079,InMotion Global Ltd,24320,0.030515609,0,0,0,1,0,0,0,51.52578043,1,1,0,2,2,1,4,2
1080,GB Chem,24322,0.007997194,0,0,0,0.57,0,0,0,28.8998597,2,1,0,2,1,4,2,1
1081,Alfa Chemicals,24327,0.027499123,0,0,1,0.7044,0,0,0,86.59495616,1,0,1,1,0,3,1,0
1082,Vugilla Invest LTD,24337,0.000491056,0,0,0,0.71,0,0,0,35.52455279,2,1,0,2,2,1,4,2
1083,"Hebei Guanlang Biotechnology Co., Ltd",24364,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1084,Yenipınar kimya ltd.şti,24369,0.003788145,0,0,0.7,0.57,0,0,0,63.68940723,1,0,1,1,0,0,6,5
1085,AKS MINERAL LLC,24383,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1086,Sunlite Industrial Enterprise,24444,0.001052262,0,0,0,0.86,0,0,0,43.05261312,1,1,0,2,2,1,4,2
1087,€xillent Group,24460,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1088,PETROL KİMYA SAN. VE TİC. A.Ş.,24486,0.007576289,0,0,0.134615385,0.471176471,0,0,0,30.66840721,2,1,0,2,1,4,2,1
1089,BELHIMSET JSC,24589,0.000561207,0,0,0,0.29,0,0,0,14.52806033,2,1,2,0,1,4,2,1
1090,Sia ltd sti,24640,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1091,"Shijiazhuang Yanhui Dye Co., Ltd.",24663,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1092,Amster Microcell Pvt Ltd,24666,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1093,PETROWHITE,24679,0.007295686,0,0,1,0.785,0,0,0,89.61478429,1,0,1,1,0,3,1,0
1094,OIL4VAP SL,24721,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1095,KERNIK,24722,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1096,Amadis Chemical Laboratory,24741,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1097,Azinsd,24784,0,0,0,0,0.542,0,0,0,27.1,2,1,0,2,1,4,2,1
1098,ASCOTEC,24787,0.012346545,0,0,0,0.71,0,0,0,36.11732725,2,1,0,2,2,1,4,2
1099,Foster Chemicals GmbH,24837,0.000140302,0,0,0,0.71,0,0,0,35.50701508,2,1,0,2,2,1,4,2
1100,Portsmouth Aviation,24871,0.00343739,0,0,0,0.71,0,0,0,35.67186952,2,1,0,2,2,1,4,2
1101,Marker Kimya,24917,0.002104525,0,0,1,0.546666667,0,0,0,77.43855957,1,0,1,1,0,3,1,5
1102,Yeğenler Kimya,24946,0.018870572,0.025056948,0,0.658536585,0.731428571,0,0,0,75.45317595,1,0,1,1,0,0,6,0
1103,Ricche Ltd,24957,0.000701508,0,0,0,0.67,0,0,0,33.53507541,2,1,0,2,2,1,4,2
1104,MH & Gustav Heess Ukraine,24974,0.032409681,0,0,0.058823529,0.846153846,0,0,0,46.86935282,1,1,0,2,2,1,4,2
1105,EKOS-1,25015,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1106,Elmira Industrial Supplies,25023,0.00084181,0,0,0,0.57,0,0,0,28.54209049,2,1,0,2,1,4,2,1
1107,Adlim,25038,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1108,"Purestar Chem Enterprise Co.,Ltd",25041,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1109,"Dochem Nanjing International Co., Ltd.",25045,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1110,Adayc,25072,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1111,Mahadev impex,25091,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
1112,NCT Group,25130,0.019852683,0,0,0,0.86,0,0,0,43.99263416,1,1,0,2,2,1,4,2
1113,Derkim Kimya A.S,25158,0.006032971,0,0,0,0.86,0,0,0,43.30164854,1,1,0,2,2,1,4,2
1114,Colux GmbH,25203,0.000701508,0,0,0,0.57,0,0,0,28.53507541,2,1,0,2,1,4,2,1
1115,Global Chemicals,25228,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1116,Neohim plus,25278,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1117,SKALNI MATERIALI,25285,0.012346545,0.004555809,0.018181818,0,0.86,5.72E-06,0,0,48.16542417,1,1,0,2,2,1,4,2
1118,Kriskontech,25313,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1119,Erie-Electroverre SA,25319,0,0,0,0,0.786666667,0,0,0,39.33333333,2,1,0,2,2,1,4,2
1120,Barcelonesa De Drogas Y Productos Quimicos,25325,0,0,0,0,0.351025641,0,0,0,17.55128205,2,1,2,0,1,4,2,1
1121,PURNEFTEODACHA JOINT STOCK COMPANY,25369,0,0,0,0,0.5,0,0,0,25,2,1,0,2,1,4,2,1
1122,deleted_Zep Industries,25381,0.005752368,0,0,0,0.864418605,0,0,0,43.50854861,1,1,0,2,2,1,4,2
1123,Klaus Busche Chemie GmbH,25397,0.007225535,0,0,0.571428571,0.562631579,0,0,0,57.06428426,1,0,1,1,0,0,6,7
1124,Metafrax Trading International SA,25418,0.012136093,0,0,0.888888889,0.646,0,0,0,77.35124907,1,0,1,1,0,3,1,0
1125,ASK Chemicals GmbH,25422,0.025885654,0,0,0,0.703333333,0,0,0,36.46094937,2,1,0,2,2,1,4,2
1126,KYKLOS GROUP IKE,25425,0.019081024,0,0,0,1,0,0,0,50.95405121,1,1,0,2,2,1,4,2
1127,Yalcon Intra Ltd,25486,0,0,0,0,1,0,0,0,50,1,1,0,2,2,1,4,2
1128,Weserland GmbH,25529,0.009189758,0.004555809,0,0.8,0.958,0,0,0,89.27064963,1,0,1,1,0,3,1,0
1129,Erkim Gıda Pazarlama Kimya San. ve Tic A.Ş.,25532,0.000561207,0,0,0,0.86,0,0,0,43.02806033,2,1,0,2,2,1,4,2
1130,Albar Kimya,25535,0.001894072,0,0,0,0.616666667,0,0,0,30.92803695,2,1,0,2,1,4,2,1
1131,IntegraFerm e. U.,25568,0.000631357,0,0,0,0.86,0,0,0,43.03156787,2,1,0,2,2,1,4,2
1132,POLIMER,25665,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1133,Agakim Kimya Sanayi ve Ticaret A.Ş.,25672,0.001543318,0,0,0,0.703488372,0,0,0,35.25158451,2,1,0,2,2,1,4,2
1134,BestChem GmbH,25682,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1135,Pakistan oil mils,25696,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1136,FS DIS TICARET A.S,25704,0.057172922,0.113895216,0.018181818,0.608108108,0.43,0.020381277,0,0,83.21758607,1,0,1,1,0,0,6,7
1137,New Stetic USA,25739,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1138,SFN KİMYA GIDA KATKI MAD.SAN.DIŞ TİC.LTD.ŞTİ.,25762,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
1139,Robert KRAEMER GmbH & Co. KG,25774,7.02E-05,0,0,0,0.43,0,0,0,21.50350754,2,1,0,2,1,4,2,1
1140,UBE Europe GmbH (UBE Group),25786,0.005331463,0,0,0,0.775,0,0,0,39.01657313,2,1,0,2,2,1,4,2
1141,Brenntag Iberia and Italy,25859,0.041178534,0.002277904,0,0.875,0.599675994,0,0,0,76.24830726,1,0,1,1,0,3,1,5
1142,honey,25885,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1143,ADASCA INDIA,25907,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1144,Xellia Kft,25912,0.000280603,0,0,0,0.71,0,0,0,35.51403016,2,1,0,2,2,1,4,2
1145,IRISEM,25918,0.000210452,0,0,0,0.731428571,0,0,0,36.5819512,2,1,0,2,2,1,4,2
1146,Caluanie Muelear Oxidize,25920,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1147,Ako Chemicals Store Ltd,25922,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1148,Corvay Specialty Chemicals GmbH,25929,0.000350754,0,0,0,0.57,0,0,0,28.51753771,2,1,0,2,1,4,2,1
1149,OPF,25963,0,0,0,0,0.5,0,0,0,25,2,1,0,2,1,4,2,1
1150,Soujanya Colors,26020,0.004068748,0,0,0,0.548125,0,0,0,27.60968739,2,1,0,2,1,4,2,1
1151,Bioiberica,26043,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
1152,Cenik Chemicals,26063,0.211294283,0.13667426,0.018181818,1,0.478502226,0.003287686,0,0,115.7898096,0,0,1,1,0,3,1,5
1153,Meridian Colour UK Ltd.,26071,0.001262715,0,0,0,0.93,0,0,0,46.56313574,1,1,0,2,2,1,4,2
1154,Viltis Sp. z o.o.,26081,0.001122413,0,0,0,0.71,0,0,0,35.55612066,2,1,0,2,2,1,4,2
1155,AGSW for manufacturing and trading,26083,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1156,Viana Chemicals,26089,0.001192564,0,0,0,0.84,0,0,0,42.0596282,2,1,0,2,2,1,4,2
1157,Altun ltd şti,26134,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1158,ImEx Chem Global,26148,0.002174676,0,0,0.25,0.616666667,0,0,0,43.44206711,1,1,0,2,1,4,2,7
1159,Alstream Services SE,26160,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1160,Akbakır LLC,27202,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1161,SINOPEC Chemical Commerical holding HONGKONG,27203,0.012486847,0,0,0.4,0.9475,0,0,0,67.99934234,1,0,0,2,2,1,4,2
1162,ECOTERM SRL,27221,0.001964223,0,0,0,0.64,0,0,0,32.09821115,2,1,0,2,2,1,4,2
1163,Ogai Corp,27240,0.001543318,0.004555809,0,0,0.71,0,0,0,36.48832764,2,1,0,2,2,1,4,2
1164,Genesius Colours,27241,0.003016485,0,0,0,1,0,0,0,50.15082427,1,1,0,2,2,1,4,2
1165,megasack inc,27283,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1166,Marine Engineering Technology SLP,27401,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1167,SWAR HONG KONG Ltd,27413,0.00084181,0,0,0,0.57,0,0,0,28.54209049,2,1,0,2,1,4,2,1
1168,K-I Chemicals Europe,27428,0,0,0,0,0.419818182,0,0,0,20.99090909,2,1,0,2,1,4,2,1
1169,ColorPrisma,27479,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1170,Brenntag France and Benelux,27487,0.061732725,0.002277904,0,0.5,0.913730769,0,0,0,74.2287556,1,0,1,1,0,0,6,0
1171,Brenntag Central & Eastern Europe and Balkan,27516,0.032900737,0,0,1,0.913730769,0,0,0,97.33157529,1,0,1,1,0,3,1,0
1172,HEGARDT S.L.,27522,0.002314977,0,0,0,0.93,0,0,0,46.61574886,1,1,0,2,2,1,4,2
1173,DK CHEM Organic Synthesis LTD,27523,0.000631357,0,0,0,0.19,0,0,0,9.531567871,2,1,2,0,3,2,0,3
1174,Indo Colchem Ltd,27525,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1175,Arabian gate,27550,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
1176,KİMYATİC DIŞ TİCARET LTD.ŞTİ,27568,0.004700105,0.020501139,0,0.619047619,0.45,0,0.0332,0,67.747614,1,0,1,1,0,0,6,7
1177,azinsd,27571,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1178,Brenntag DACH,27575,0.086495966,0,0,0.95,0.913730769,0,0,0,97.51133678,1,0,1,1,0,3,1,0
1179,Nordmann UK Fine Chemicals,27635,0.006032971,0,0,1,0.692218045,0,0,0,84.9125508,1,0,1,1,0,3,1,0
1180,NITROPARIS,27645,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1181,Fluna Tec & Research GmbH,27672,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1182,ACACIASUD,27743,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1183,Akova Global logistics &foreign trade ltd,27750,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1184,turkmen sehrah,27758,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1185,Basar Ticaret ve Gıda San. A.Ş,27768,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1186,All Stars Gold Mining Company Ltd,27788,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1187,J. Rettenmaier & Söhne GmbH + Co. KG,27824,0.04426517,0,0,1,0.798461538,0,0,0,92.13633543,1,0,1,1,0,3,1,0
1188,Alufluor AB,27850,0.001403016,0,0,0,0.89,0,0,0,44.57015082,1,1,0,2,2,1,4,2
1189,Alemco Limited,27862,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1190,ADVANCE MARKETING,27867,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1191,McElwaine Technical Services,27898,0.007435987,0,0,0,0.86,0,0,0,43.37179937,1,1,0,2,2,1,4,2
1192,3E AKANTOS TRATOS,27904,0,0,0,0,0.64,0,0,0,32,2,1,0,2,2,1,4,2
1193,ALV KIMYA SANAYI IC VE DIS TICARET INC.,27905,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1194,Arkem Chemicals Europe B.V.,27959,0.01276745,0,0,1,0.428666667,0,0,0,72.07170583,1,0,1,1,0,3,1,5
1195,ATA KIMYA INŞ SAN TİC LTD ŞTİ,27960,0.016555595,0.004555809,0,0.9,0.811111111,0,0,0,87.29449701,1,0,1,1,0,3,1,0
1196,"Audaxus, Ltd",27968,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1197,"Industrias Quimicas PMC, SL",27987,0.00940021,0,0,0,0.288571429,0,0,0,14.89858195,2,1,2,0,1,4,2,1
1198,Tetco Company,28012,0,0,0,0,0.36,0,0,0,18,2,1,2,0,1,4,2,1
1199,Agrible Crop guard,28023,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1200,Goswami Trading Co.,28031,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
1201,PT Van Aroma,28045,0.01192564,0.002277904,0,0.375,0.7925,0,0,0,59.42686287,1,1,0,2,2,0,6,7
1202,deleted_Integra Plastics,28056,0,0,0,0,0.67,0,0,0,33.5,2,1,0,2,2,1,4,2
1203,DETEKS Kimya,28104,0,0,0,0,0.683333333,0,0,0,34.16666667,2,1,0,2,2,1,4,2
1204,Wanhua & BorsodChem,28111,0.004138899,0,0,0,0.5,0,0,0,25.20694493,2,1,0,2,1,4,2,1
1205,MAKRO CHEMICAL END. KIM. SAN. VE TIC.A.S.,28117,0.001192564,0,0,0,0.325,0,0,0,16.3096282,2,1,2,0,1,4,2,1
1206,deleted_Dmitrievsky chemical plant - production LLC,28118,0,0,0,0,0.67,0,0,0,33.5,2,1,0,2,2,1,4,2
1207,COLOREX MASTERBATCH,28121,0.000210452,0,0,0,0.29,0,0,0,14.51052262,2,1,2,0,1,4,2,1
1208,Eco-Dec,28133,0.00084181,0,0,0,0.57,0,0,0,28.54209049,2,1,0,2,1,4,2,1
1209,al akbar trading co.,28147,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1210,Bio-Circle Surface Technology GmbH,28171,0.002034374,0.002277904,0,0,0.503333333,0,0,0,25.72396623,2,1,0,2,1,4,2,1
1211,ANOWASH GmbH,28193,0.000771659,0,0,0,0.71,0,0,0,35.53858295,2,1,0,2,2,1,4,2
1212,ACINO,28251,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1213,S.A.I.R.A.S.CORPORATION,28270,0,0,0,0,0.785,0,0,0,39.25,2,1,0,2,2,1,4,2
1214,SESIL KİMYA-EKREM EROL,28294,0.000491056,0,0,0,0.29,0,0,0,14.52455279,2,1,2,0,1,4,2,1
1215,Turk Perlite,28327,0.032199228,0,0,0,1,0,0,0,51.60996142,1,1,0,2,2,1,4,2
1216,Advent Polymin,28332,0.000140302,0,0,0,0.43,0,0,0,21.50701508,2,1,0,2,1,4,2,1
1217,"ZingaMetall Europe, Ltd.",28344,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1218,deleted_PavTec,28360,0,0,0,0,0.67,0,0,0,33.5,2,1,0,2,2,1,4,2
1219,deleted_FS Foreign Trade,28438,0,0,0,0,0.5,0,0,0,25,2,1,0,2,1,4,2,1
1220,FIVE STAR GENERAL S.L,28522,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1221,Shaanxi Porvoo Biotech Ltd,28533,0,0,0,0,0.785,0,0,0,39.25,2,1,0,2,2,1,4,2
1222,metalsolutons,28543,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1223,Sai Fine Chemicals,28559,0,0,0,0,0.81,0,0,0,40.5,2,1,0,2,2,1,4,2
1224,Prasol Chemicals Pvt Ltd,28595,0.000280603,0,0,0,0.57,0,0,0,28.51403016,2,1,0,2,1,4,2,1
1225,AG Maden,28608,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1226,PT Cisadane Raya Chemicals,28639,0.009610663,0,0,0.2,1,0,0,0,60.48053315,1,1,0,2,2,1,4,2
1227,LEADCHEM Kimya San.ve Tic. A.Ş.,28670,0.039284462,0,0,0.2,0.897857143,0,0,0,56.85708022,1,1,0,2,2,1,4,2
1228,Amon Chemicals,28675,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1229,shiuma process equipments pvt ltd,28700,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1230,Chemplasa Technology Sdn. Bhd.,28701,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1231,"Hebei Jusheng Construction Engineering Co., Ltd.",28715,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
1232,Royal Srl,28752,0.002455279,0,0,0,0.905555556,0,0,0,45.40054172,1,1,0,2,2,1,4,2
1233,HM Industrieservice GmbH,28765,0.00764644,0,0,0,0.71,0,0,0,35.88232199,2,1,0,2,2,1,4,2
1234,Olainfarm JSC,28794,0.000210452,0,0,0,0.584,0,0,0,29.21052262,2,1,0,2,1,4,2,1
1235,a çebi ltd. şti,28804,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1236,ALPHY KARBON MAKİNE DIŞ TİC. A.Ş.,28810,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1237,Ako Chemicals Ltd,28902,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1238,Greenfied Projects,28946,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
1239,"Wuhan LANDMARK Industrial Co., Ltd.",28956,0,0,0,0,0.383333333,0,0,0,19.16666667,2,1,0,2,1,4,2,1
1240,Goldchem,28978,0.029884251,0.004555809,0.009090909,1,0.55096,0.001354284,0,0,81.90698451,1,0,1,1,0,3,1,5
1241,"Shanxi Hengyuan Kaolin Co., Ltd.",29059,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1242,ELKA Foreign Trade,29095,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1243,Alnaqel service office,29120,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1244,"Cangzhou Wanyou New Material Technology Co.,Ltd",29134,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1245,deleted_Kajay Remedies Pvt. Ltd.,29140,0,0,0,0,0.5,0,0,0,25,2,1,0,2,1,4,2,1
1246,Dev International,29182,0,0,0,0,0.835,0,0,0,41.75,2,1,0,2,2,1,4,2
1247,ALMAR START,29209,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1248,"BYN Chemical Co., Ltd.",29240,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1249,𝐴𝑙𝑚𝑖𝑟 𝑟𝑒𝑑𝑧𝑖𝑐,29254,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1250,Agro Citrovesa S.L,29269,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1251,SIOF SPA,29290,0.008839004,0,0,0,0.894166667,0,0,0,45.15028353,1,1,0,2,2,1,4,2
1252,Subana Dış Ticaret Ltd. Şti.,29293,0,0,0,0,0.86,0,0,0,43,2,1,0,2,2,1,4,2
1253,"JIANGSU PULES BIO-TECH CO.,LTD",29326,0,0,0,0,0.14,0,0,0,7,2,1,2,0,3,2,0,3
1254,Dutch Essentials BV,29332,0.004700105,0,0,0,0.914,0,0,0,45.93500526,1,1,0,2,2,1,4,2
1255,Planet chemical,29351,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1256,Biesterfeld Chemia Specjalna,29363,0.001753771,0,0,0,0.335037879,0,0,0,16.83958247,2,1,2,0,1,4,2,1
1257,Irmak Kimya,29414,0.002034374,0,0,0.857142857,0.57,0,0,0,71.45886155,1,0,1,1,0,3,1,5
1258,"LLC ""UMKA Company""",29429,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1259,RUBIN KIMYEVI MADDELER SAN TİC.LTD.ŞTİ,29440,0.085724307,0.129840547,0.018181818,1,0.83875,0.009295118,0,0,126.7577001,0,0,1,1,0,3,1,0
1260,"Benu Composite Materials Co., Ltd",29446,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1261,worldchem chemical ltd,29499,0,0,0,0,0.29,0,0,0,14.5,2,1,2,0,1,4,2,1
1262,VETTÓ Kft,29521,0.001964223,0,0,1,0.57,0,0,0,78.59821115,1,0,1,1,0,3,1,5
1263,Oxyde Chemicals Europe,29618,0.001823921,0,0,0,0.301052632,0,0,0,15.14382765,2,1,2,0,1,4,2,1
1264,Nutrimix hayvan yemcilik ticaret anonim şirketi,29623,0,0,0,0,0.785,0,0,0,39.25,2,1,0,2,2,1,4,2
1265,SoleChem Kimya AS,29650,0.003297089,0,0,0,0.855,0,0,0,42.91485444,2,1,0,2,2,1,4,2
1266,servicios mineros,29695,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1267,Losi Srl,29748,0.003858295,0,0,0,0.565172414,0,0,0,28.45153546,2,1,0,2,1,4,2,1
1268,STATUS LTD,29757,0,0,0,0,0.71,0,0,0,35.5,2,1,0,2,2,1,4,2
1269,AKMETAL MADENCILIK,29774,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1270,Kayalar Kimya San. ve Tic. A.Ş,29789,0.000350754,0,0,0,0.57,0,0,0,28.51753771,2,1,0,2,1,4,2,1
1271,WESP KFT,29853,0.002104525,0.009111617,0,1,0.71,0,0,0,87.4275497,1,0,1,1,0,3,1,0
1272,Aectra Plastics EOOD,29871,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1273,TUTTOVO srl,29909,0,0,0,0,0.43,0,0,0,21.5,2,1,0,2,1,4,2,1
1274,WESP,29959,0,0,0,0,0.57,0,0,0,28.5,2,1,0,2,1,4,2,1
1275,Halogens,30011,0.007085233,0.009111617,0,0.7,0.723846154,0,0,0,73.36889282,1,0,1,1,0,3,1,0
1276,Agri-Horti Services,30015,0,0,0,0,0,0,0,0,0,2,1,2,0,3,2,0,3
1277,Isogran GmbH,30022,0.000701508,0,0,0,0.57,0,0,0,28.53507541,2,1,0,2,1,4,2,1
