id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,ClusterPredicted K-means,cluster Kmeans 10000 runs
3467,Kanzler Verfahrenstechnik GmbH,25708,0.002092342,0.005808325,0,0,0.010327022,0,0,0.911384483,3,0,2
3468,Nail Cosmetic Technology  LLC,25368,0.002371321,0.010648596,0,0,0.005163511,0,0,0.909171424,3,0,2
3469,YAMAUCHI CORP,28907,0.003766216,0.005808325,0,0,0.008605852,0,0,0.909019645,3,0,2
3470,TIRUPATI WELLNESS,30896,0.002789789,0.006776379,0,0,0.008605852,0,0,0.908601041,3,0,2
3471,THEODOR MAASS; TEE-MAASS GMBH,36014,0.002789789,0.006776379,0,0,0.008605852,0,0,0.908601041,3,0,2
3472,Enapter srl,14339,0.001813363,0.007744434,0,0,0.008605852,0,0,0.908182438,3,0,2
3473,PPHU KOLMAX,24685,0.001255405,0.004840271,0,0,0.012048193,0,0,0.907193452,3,0,2
3474,Thermo FIsher Scientific Cork,28481,0.001255405,0.004840271,0,0,0.012048193,0,0,0.907193452,3,0,2
3475,Arabian Petrochem International FZC,28505,0.0026503,0,0,0,0.015490534,0,0,0.907041673,3,0,2
3476,Cosmo International Fragrances,35590,0.001952853,0.005808325,0,0,0.010327022,0,0,0.90441001,3,0,2
3477,Panteley Toshev Ltd.,20178,0.001952853,0.005808325,0,0,0.010327022,0,0,0.90441001,3,0,2
3478,Plastpro Inc,33617,0.000976426,0.006776379,0,0,0.010327022,0,0,0.903991407,3,0,2
3479,Al Ghaith Industries,36237,0.000976426,0.000968054,0.003164557,0,0.003442341,0,0,0.902252457,3,0,2
3480,NUTRI ORGANIC NATURE,16740,0.003487237,0.014520813,0,0,0,0,0,0.900402494,3,0,2
3481,FDW GmbH,29508,0.003347747,0.007744434,0,0,0.006884682,0,0,0.898843126,3,0,2
3482,GSC GROUP SPA,22631,0.001813363,0.005808325,0,0,0.010327022,0,0,0.897435537,3,0,2
3483,Uzin Utz Schweiz AG,21209,0.000836937,0.000968054,0.003164557,0,0.003442341,0,0,0.895277983,3,0,2
3484,Mikroquimica-Produtos Químicos Lda,25506,0.001115916,0.011616651,0,0,0.005163511,0,0,0.894803873,3,0,2
3485,South Coal SL,35541,0.000976426,0.004840271,0,0,0.012048193,0,0,0.893244505,3,0,2
3486,Modern Rubber & Cable LTD,16497,0.000418468,0.017424976,0,0,0,0,0,0.89217221,3,0,2
3487,ELEVAX SP. Z O.O.,20435,0.000557958,0.002904163,0.003164557,0,0.00172117,0,0,0.892075938,3,0,2
3488,Corichem srl,27928,0.001813363,0.012584705,0,0,0.003442341,0,0,0.892020431,3,0,2
3489,INVASA SL,30504,0.0026503,0.004840271,0,0,0.010327022,0,0,0.890879667,3,0,2
3490,bred srl -BETON REV ENDUIT DECO S.R.L,19571,0.001255405,0.003872217,0.003164557,0,0,0,0,0.889292495,3,0,2
3491,AshokChempharma,10907,0.000697447,0.000968054,0.003164557,0,0.003442341,0,0,0.88830351,3,0,2
3492,Morais de Castro Produtos Químicos,20849,0.000697447,0.000968054,0.003164557,0,0.003442341,0,0,0.88830351,3,0,2
3493,Onkomed ilac medikal inşaat kozmetik diyet ve güzellik merkezi tic ltd şti,23260,0.001952853,0.010648596,0,0,0.005163511,0,0,0.888248003,3,0,2
3494,Tikkurila Sverige AB,34478,0.001394895,0.007744434,0,0,0.008605852,0,0,0.887259018,3,0,2
3495,Kalisan Kaucuk,30781,0.002092342,0.008712488,0,0,0.006884682,0,0,0.884475576,3,0,2
3496,DIHEMA COSMETICI,31455,0.00251081,0.004840271,0,0,0.010327022,0,0,0.883905193,3,0,2
3497,Dr. Biener GmbH,24410,0.001534384,0.005808325,0,0,0.010327022,0,0,0.88348659,3,0,2
3498,Imperia Bios' Ltd.,12131,0.001534384,0,0.003164557,0,0.003442341,0,0,0.88174764,3,0,2
3499,Unipack AD,33822,0.002789789,0.009680542,0,0,0.005163511,0,0,0.881692133,3,0,2
3500,CBS SRL,33992,0.002789789,0.009680542,0,0,0.005163511,0,0,0.881692133,3,0,2
3501,Zeller + Gmelin Gmbh & Co. Kg,941,0.001673874,0.003872217,0,0,0.012048193,0,0,0.879714162,3,0,2
3502,CEVEN AROMES,30547,0.001673874,0.003872217,0,0,0.012048193,0,0,0.879714162,3,0,2
3503,ShakaCan B.V.,18953,0.002092342,0.015488867,0,0,0,0,0,0.87906047,3,0,2
3504,Easterly General Agro,27329,0.002929279,0.007744434,0,0,0.006884682,0,0,0.877919706,3,0,2
3505,UAB Samsonas,22825,0.001952853,0.008712488,0,0,0.006884682,0,0,0.877501102,3,0,2
3506,Powerclean Chemicals Ltd.,31991,0.001952853,0.008712488,0,0,0.006884682,0,0,0.877501102,3,0,2
3507,Texapel,8906,0.000976426,0.009680542,0,0,0.006884682,0,0,0.877082499,3,0,2
3508,Teijin Aramid,35834,0.001394895,0.005808325,0,0,0.010327022,0,0,0.876512116,3,0,2
3509,DANACHEM SP J.,24494,0.003626726,0.008712488,0,0,0.005163511,0,0,0.875136263,3,0,2
3510,Envir,20560,0.001255405,0.014520813,0,0,0.00172117,0,0,0.874869439,3,0,2
3511,STD Cosmetique,22198,0.001255405,0.014520813,0,0,0.00172117,0,0,0.874869439,3,0,2
3512,FLD HYGIENE SA,6193,0.001394895,0,0.003164557,0,0.003442341,0,0,0.874773166,3,0,2
3513,turboden spa,428,0.001115916,0.001936108,0.003164557,0,0.00172117,0,0,0.871571121,3,0,2
3514,Interycom Insular S.L.U.,23891,0.001673874,0.001936108,0,0,0.013769363,0,0,0.868967261,3,0,2
3515,Enviro Engineers,31145,0.003487237,0.008712488,0,0,0.005163511,0,0,0.86816179,3,0,2
3516,Latvian State Institute of Wood Chemistry,24805,0.00251081,0.009680542,0,0,0.005163511,0,0,0.867743187,3,0,2
3517,KL2B,30817,0.001952853,0.006776379,0,0,0.008605852,0,0,0.866754201,3,0,2
3518,Carr's Farming ltd,24924,0.002371321,0.002904163,0,0,0.012048193,0,0,0.866183818,3,0,2
3519,Firmenich,33013,0.001394895,0.003872217,0,0,0.012048193,0,0,0.865765215,3,0,2
3520,PROKIT Miłosz Górecki,25063,0.001394895,0.003872217,0,0,0.012048193,0,0,0.865765215,3,0,2
3521,Kinzenri Chem,34585,0.002231831,0.011616651,0,0,0.003442341,0,0,0.864541141,3,0,2
3522,MIAT-Trading GmbH,31516,0.003626726,0.006776379,0,0,0.006884682,0,0,0.864389362,3,0,2
3523,Avant Electronics,35823,0.001255405,0.012584705,0,0,0.003442341,0,0,0.864122538,3,0,2
3524,Finsa,24554,0.004045195,0.002904163,0,0,0.010327022,0,0,0.86381898,3,0,2
3525,Chemical Metallurgical Plant PJSC,22601,0.001673874,0.008712488,0,0,0.006884682,0,0,0.863552155,3,0,2
3526,Svane Bike ApS,30555,0.003068768,0.003872217,0,0,0.010327022,0,0,0.863400376,3,0,2
3527,Equipro Solutions private Limited,31171,0.002092342,0.004840271,0,0,0.010327022,0,0,0.862981773,3,0,2
3528,UAB Rietuva,30544,0.002092342,0.004840271,0,0,0.010327022,0,0,0.862981773,3,0,2
3529,Petrico Ltd,845,0.001115916,0.005808325,0,0,0.010327022,0,0,0.862563169,3,0,2
3530,Mafworth Limited,10400,0.001673874,0.002904163,0.003164557,0,0,0,0,0.861813205,3,0,2
3531,SCM DR PLATICA,34010,0.002371321,0.009680542,0,0,0.005163511,0,0,0.860768713,3,0,2
3532,LM MARCHESINI S.r.l. S.U,22126,0.001394895,0.010648596,0,0,0.005163511,0,0,0.86035011,3,0,2
3533,Livinn systems s.r.o,19066,0.004603152,0.012584705,0,0,0,0,0,0.85939286,3,0,2
3534,BUZIL-WERK Wagner GmbH & Co. KG,345,0.00251081,0.007744434,0,0,0.006884682,0,0,0.856996285,3,0,2
3535,Radka International S.R.O.,749,0.000557958,0.003872217,0.003164557,0,0,0,0,0.854420128,3,0,2
3536,LEPRO Ireneusz Leciejewski,24902,0.002231831,0.009680542,0,0,0.005163511,0,0,0.85379424,3,0,2
3537,NORECO CHIMICA SPA,22803,0.001255405,0.010648596,0,0,0.005163511,0,0,0.853375636,3,0,2
3538,Zep UK Ltd,31229,0.001255405,0.010648596,0,0,0.005163511,0,0,0.853375636,3,0,2
3539,Globalcom,32859,0.001673874,0.006776379,0,0,0.008605852,0,0,0.852805254,3,0,2
3540,Hengst SE,21421,0.000418468,0.009680542,0,0,0.006884682,0,0,0.849184605,3,0,2
3541,Gaser Bologna,30238,0.001813363,0.004840271,0,0,0.010327022,0,0,0.849032826,3,0,2
3542,Made by Martha,20302,0.001673874,0.013552759,0,0,0.00172117,0,0,0.847390149,3,0,2
3543,HemBit,30908,0.000836937,0,0.003164557,0,0.003442341,0,0,0.846875273,3,0,2
3544,Vihreä ilo,24681,0.002092342,0.009680542,0,0,0.005163511,0,0,0.846819766,3,0,2
3545,OLMA d.o.o.,24253,0.001115916,0.010648596,0,0,0.005163511,0,0,0.846401163,3,0,2
3546,fairafric AG,33879,0.001534384,0.006776379,0,0,0.008605852,0,0,0.845830781,3,0,2
3547,UAB OILITECHA,35853,0.003766216,0.009680542,0,0,0.003442341,0,0,0.844454928,3,0,2
3548,"ALEA International, sro",25500,0.001813363,0.011616651,0,0,0.003442341,0,0,0.843617721,3,0,2
3549,Hucil Products,31135,0.003208258,0.006776379,0,0,0.006884682,0,0,0.843465942,3,0,2
3550,Life Supplies,30955,0.001255405,0.008712488,0,0,0.006884682,0,0,0.842628735,3,0,2
3551,DIAMOND DS,33650,0.001673874,0.004840271,0,0,0.010327022,0,0,0.842058353,3,0,2
3552,YOUFLOW LLC,17029,0.001255405,0.002904163,0.003164557,0,0,0,0,0.840889785,3,0,2
3553,Libra,11978,0.001255405,0.002904163,0.003164557,0,0,0,0,0.840889785,3,0,2
3554,öKlo GmbH,28245,0.001394895,0.006776379,0,0,0.008605852,0,0,0.838856307,3,0,2
3555,VELAS RIDAURA,28112,0.001394895,0.006776379,0,0,0.008605852,0,0,0.838856307,3,0,2
3556,Lasselsberger GmbH,35019,0.001813363,0.002904163,0,0,0.012048193,0,0,0.838285925,3,0,2
3557,Pardam Nano4fibers s.r.o.,30592,0.0026503,0.010648596,0,0,0.003442341,0,0,0.837061851,3,0,2
3558,"HAIR CLINIC, s. r. o.",32738,0.002092342,0.007744434,0,0,0.006884682,0,0,0.836072865,3,0,2
3559,Q. A. EQUIPMENT LTD,12172,0.002092342,0.007744434,0,0,0.006884682,0,0,0.836072865,3,0,2
3560,Apollo Tyres Limited,2015,0.012833031,0.003872217,0,0,0,0,0,0.835262398,3,0,2
3561,Bumble Wrap Ltd,24193,0.001534384,0.004840271,0,0,0.010327022,0,0,0.835083879,3,0,2
3562,GSC Consulting and Management AG,34450,0.006695494,0.004840271,0,0,0.005163511,0,0,0.834963837,3,0,2
3563,"Plastic Agents, S.L.",36107,0.003347747,0.011616651,0,0,0.00172117,0,0,0.834278409,3,0,2
3564,Desomark Ltd.,35854,0.003347747,0.011616651,0,0,0.00172117,0,0,0.834278409,3,0,2
3565,ICA SpA,14981,0.003766216,0.007744434,0,0,0.005163511,0,0,0.833708026,3,0,2
3566,"LLC ""SIE Agrinol""",29135,0.002789789,0.008712488,0,0,0.005163511,0,0,0.833289423,3,0,2
3567,FRANMOSAN S.L.,22328,0.002789789,0.008712488,0,0,0.005163511,0,0,0.833289423,3,0,2
3568,Biomedhim-pharm Ltd,25426,0.001255405,0.006776379,0,0,0.008605852,0,0,0.831881834,3,0,2
3569,"Laboratorio Print3D Solutions CLM, S.L",23930,0.001673874,0.002904163,0,0,0.012048193,0,0,0.831311451,3,0,2
3570,LELAS USLUŽNI OBRT,32784,0.00251081,0.010648596,0,0,0.003442341,0,0,0.830087377,3,0,2
3571,Dura Color UK Ltd,18742,0.001534384,0.011616651,0,0,0.003442341,0,0,0.829668774,3,0,2
3572,FRAGOL AG,28457,0.001534384,0.011616651,0,0,0.003442341,0,0,0.829668774,3,0,2
3573,Chimopar Trading SRL,33585,0.002929279,0.006776379,0,0,0.006884682,0,0,0.829516995,3,0,2
3574,Shwet biotech pvt ltd,34974,0.002929279,0.006776379,0,0,0.006884682,0,0,0.829516995,3,0,2
3575,DJUKIC PSP COMPANY k.d.,35975,0.001952853,0.007744434,0,0,0.006884682,0,0,0.829098392,3,0,2
3576,TISSCO,34914,0.001952853,0.007744434,0,0,0.006884682,0,0,0.829098392,3,0,2
3577,Octopoda Innovations Ltd,32413,0.001952853,0.007744434,0,0,0.006884682,0,0,0.829098392,3,0,2
3578,SPAWNFOAM,31006,0.001394895,0.004840271,0,0,0.010327022,0,0,0.828109406,3,0,2
3579,Izolatii Conducte SRL,5299,0.005579579,0.005808325,0,0,0.005163511,0,0,0.82757076,3,0,2
3580,Kalekim Kimyevi Maddeler San. ve Tic A.Ş.,20190,0.003626726,0.007744434,0,0,0.005163511,0,0,0.826733553,3,0,2
3581,CeraNovis GmbH,19082,0.000418468,0,0.003164557,0,0.003442341,0,0,0.825951852,3,0,2
3582,Archroma Germany GmbH,34277,0.003068768,0.004840271,0,0,0.008605852,0,0,0.825744567,3,0,2
3583,Procarbon AB,19982,0.000697447,0.010648596,0,0,0.005163511,0,0,0.825477743,3,0,2
3584,AK GLOBAL GROUP B.V.,29426,0.002371321,0.010648596,0,0,0.003442341,0,0,0.823112904,3,0,2
3585,Unidro SpA,35603,0.001394895,0.011616651,0,0,0.003442341,0,0,0.8226943,3,0,2
3586,Saint-Gobain Weber AG,35263,0.001813363,0.007744434,0,0,0.006884682,0,0,0.822123918,3,0,2
3587,Röhm GmbH,7539,0.003208258,0.002904163,0,0,0.010327022,0,0,0.821972139,3,0,2
3588,Peintures Safe,7124,0.000836937,0.002904163,0.003164557,0,0,0,0,0.819966365,3,0,2
3589,SIA Ultrastils,30567,0.001952853,0.005808325,0,0,0.008605852,0,0,0.81835149,3,0,2
3590,Todini and Co. S.p.A.,1769,0.007113963,0.005808325,0,0,0.003442341,0,0,0.818231448,3,0,2
3591,Kemexon,20709,0.000976426,0.006776379,0,0,0.008605852,0,0,0.817932887,3,0,2
3592,Nautosphere Ltd,21690,0.000976426,0.006776379,0,0,0.008605852,0,0,0.817932887,3,0,2
3593,MF CONSEILS,18016,0.002789789,0.013552759,0,0,0,0,0,0.817127416,3,0,2
3594,UAB “REnotas”,20014,0.000836937,0.015488867,0,0,0,0,0,0.816290209,3,0,2
3595,Gluetec Industrieklebstoffe GmbH & Co KG,19865,0.000976426,0.000968054,0.003164557,0,0.00172117,0,0,0.816193937,3,0,2
3596,SP CJSC MALKUT,33504,0.001255405,0.011616651,0,0,0.003442341,0,0,0.815719827,3,0,2
3597,LUBNET Kft.,27638,0.001673874,0.007744434,0,0,0.006884682,0,0,0.815149445,3,0,2
3598,Maison Retrospective,24415,0.001115916,0.004840271,0,0,0.010327022,0,0,0.814160459,3,0,2
3599,Wico Safety Oy,17900,0.001673874,0.001936108,0.003164557,0,0,0,0,0.813410495,3,0,2
3600,"Harmony34, S.L.",23689,0.002929279,0.011616651,0,0,0.00172117,0,0,0.813354988,3,0,2
3601,Fortum Waste Solutions,33009,0.001394895,0.009680542,0,0,0.005163511,0,0,0.811947399,3,0,2
3602,TOSLA D.O.O.,33171,0.001394895,0.009680542,0,0,0.005163511,0,0,0.811947399,3,0,2
3603,Bio-Lead LTD,23722,0.001394895,0.009680542,0,0,0.005163511,0,0,0.811947399,3,0,2
3604,FINNSCO OY,21190,0.000836937,0.000968054,0.003164557,0,0.00172117,0,0,0.809219463,3,0,2
3605,IPI Europe,32202,0.001115916,0.011616651,0,0,0.003442341,0,0,0.808745354,3,0,2
3606,OOMYLAB,25803,0.001534384,0.007744434,0,0,0.006884682,0,0,0.808174971,3,0,2
3607,Hobby - Hit Ltd.,5356,0.001534384,0.007744434,0,0,0.006884682,0,0,0.808174971,3,0,2
3608,Black United Group,24160,0.001394895,0.000968054,0,0,0.013769363,0,0,0.806615603,3,0,2
3609,LeMur S.r.l.,19367,0.001534384,0.001936108,0.003164557,0,0,0,0,0.806436021,3,0,2
3610,AmdPassos Lda.,30944,0.001255405,0.009680542,0,0,0.005163511,0,0,0.804972926,3,0,2
3611,"PARVAL EUROPE, SL",26067,0.001673874,0.005808325,0,0,0.008605852,0,0,0.804402543,3,0,2
3612,TM-Polimer Sp.z.o.o Sp.k,34140,0.001673874,0.005808325,0,0,0.008605852,0,0,0.804402543,3,0,2
3613,ENVASES SOPLADOS,35316,0.001673874,0.005808325,0,0,0.008605852,0,0,0.804402543,3,0,2
3614,BBS Biochemicals,21711,0.000697447,0.006776379,0,0,0.008605852,0,0,0.80398394,3,0,2
3615,Beaflex AG,18589,0.003487237,0.012584705,0,0,0,0,0,0.803597073,3,0,2
3616,Elixir Zorka Mineral Fertilizer,3168,0.001115916,0.002904163,0,0,0.012048193,0,0,0.803413558,3,0,2
3617,SNOK,18869,0.00251081,0.013552759,0,0,0,0,0,0.803178469,3,0,2
3618,Aquaponie Developpement,19668,0.000557958,0.015488867,0,0,0,0,0,0.802341263,3,0,2
3619,Kayel Group,22151,0.000697447,0.000968054,0.003164557,0,0.00172117,0,0,0.80224499,3,0,2
3620,Viscose Closures Ltd,19206,0.000697447,0.000968054,0.003164557,0,0.00172117,0,0,0.80224499,3,0,2
3621,Rampf-Tooling Solutions GmbH & Co. KG,35832,0.001952853,0.010648596,0,0,0.003442341,0,0,0.802189484,3,0,2
3622,Pro Farm Technologies Oy,28131,0.000976426,0.011616651,0,0,0.003442341,0,0,0.80177088,3,0,2
3623,PHU Monika Ochla,22304,0.000976426,0.011616651,0,0,0.003442341,0,0,0.80177088,3,0,2
3624,Hydra International Ltd,29375,0.002371321,0.006776379,0,0,0.006884682,0,0,0.801619101,3,0,2
3625,RHI MAGNESITA GmbH,33150,0.002371321,0.006776379,0,0,0.006884682,0,0,0.801619101,3,0,2
3626,"Super Globe, Incorporated",23060,0.002789789,0.002904163,0,0,0.010327022,0,0,0.801048719,3,0,2
3627,Lifocolor Farben GmbH & Co.KG,34424,0.001813363,0.003872217,0,0,0.010327022,0,0,0.800630116,3,0,2
3628,JDER SRL,17679,0.001394895,0.001936108,0.003164557,0,0,0,0,0.799461548,3,0,2
3629,"Golden Albatross, Lda",7655,0.001394895,0.001936108,0.003164557,0,0,0,0,0.799461548,3,0,2
3630,Richard Geiss GmbH,28428,0.005440089,0.001936108,0,0,0.008605852,0,0,0.799102484,3,0,2
3631,Huntsman Advanced Materials BVBA,33962,0.00251081,0.004840271,0,0,0.008605852,0,0,0.797846673,3,0,2
3632,ExOne GmbH,20199,0.001394895,0.014520813,0,0,0,0,0,0.795785393,3,0,2
3633,Ornet Group,17453,0.000418468,0.015488867,0,0,0,0,0,0.795366789,3,0,2
3634,Crossland Chemicals,16248,0.001813363,0.010648596,0,0,0.003442341,0,0,0.79521501,3,0,2
3635,Agreman LLC,25475,0.002231831,0.006776379,0,0,0.006884682,0,0,0.794644628,3,0,2
3636,TRM (Thoroughbred Remedies Manufacturing),21243,0.001255405,0.007744434,0,0,0.006884682,0,0,0.794226024,3,0,2
3637,Santa Barbara Organic Farm SL,31937,0.002929279,0.007744434,0,0,0.005163511,0,0,0.791861186,3,0,2
3638,Aladdin srl,36009,0.001952853,0.008712488,0,0,0.005163511,0,0,0.791442582,3,0,2
3639,WEST CHEMIE VESTAL DOO,22783,0.001394895,0.005808325,0,0,0.008605852,0,0,0.790453597,3,0,2
3640,Marov BV,20375,0.001394895,0.005808325,0,0,0.008605852,0,0,0.790453597,3,0,2
3641,Canard Rouge,19887,0.001255405,0.014520813,0,0,0,0,0,0.788810919,3,0,2
3642,Pluskim Polyurethane,18075,0.0026503,0.009680542,0,0,0.003442341,0,0,0.78865914,3,0,2
3643,SOPRONEM Greven GmbH,21239,0.000418468,0.000968054,0.003164557,0,0.00172117,0,0,0.788296043,3,0,2
3644,Natural Cosmetics Holland BV,24841,0.001673874,0.010648596,0,0,0.003442341,0,0,0.788240537,3,0,2
3645,Vogel Chemie e.K,20446,0.001673874,0.010648596,0,0,0.003442341,0,0,0.788240537,3,0,2
3646,Hemija patenting d.o.o.,8065,0.002092342,0.006776379,0,0,0.006884682,0,0,0.787670154,3,0,2
3647,ZWO - Zweckverband Wasserversorgung Stadt und Kreis Offenbach,34395,0.002092342,0.006776379,0,0,0.006884682,0,0,0.787670154,3,0,2
3648,Polytec Química,30136,0.002092342,0.006776379,0,0,0.006884682,0,0,0.787670154,3,0,2
3649,STAEDTLER Mars GmbH & Co. KG,31161,0.003487237,0.001936108,0,0,0.010327022,0,0,0.787518376,3,0,2
3650,Poly-Dtech,22955,0.001115916,0.007744434,0,0,0.006884682,0,0,0.787251551,3,0,2
3651,Outstrip Ltd Sarajevo,35913,0.001534384,0.003872217,0,0,0.010327022,0,0,0.786681169,3,0,2
3652,STAR PENNSYLVANIA NEW FLOWER S.P.A.,22290,0.000557958,0.004840271,0,0,0.010327022,0,0,0.786262565,3,0,2
3653,One Direction Sp. z o.o.,13310,0.000139489,0.002904163,0.003164557,0,0,0,0,0.785093997,3,0,2
3654,KELVION MACHINE COOLING B.V.,21934,0.001394895,0.012584705,0,0,0.00172117,0,0,0.785038491,3,0,2
3655,MegaChem Limited,11716,0.001394895,0.012584705,0,0,0.00172117,0,0,0.785038491,3,0,2
3656,Solevo,20430,0.000418468,0.013552759,0,0,0.00172117,0,0,0.784619888,3,0,2
3657,PHYTOTHREPTIKI SA,19638,0.005021621,0.010648596,0,0,0,0,0,0.783510859,3,0,2
3658,MINALCO BV,21983,0.000557958,0.011616651,0,0,0.003442341,0,0,0.78084746,3,0,2
3659,Katre GmbH,22306,0.000557958,0.011616651,0,0,0.003442341,0,0,0.78084746,3,0,2
3660,Axalta Coating Systems GbH & Co. KG,34877,0.001952853,0.006776379,0,0,0.006884682,0,0,0.780695681,3,0,2
3661,UiT Norges Arktiske,31826,0.002371321,0.002904163,0,0,0.010327022,0,0,0.780125299,3,0,2
3662,E-Lyte Innovations GmbH,29682,0.001394895,0.003872217,0,0,0.010327022,0,0,0.779706695,3,0,2
3663,Berg LipidTech AS,35259,0.0026503,0.007744434,0,0,0.005163511,0,0,0.777912239,3,0,2
3664,Unichaf,29018,0.001673874,0.008712488,0,0,0.005163511,0,0,0.777493635,3,0,2
3665,DNV AS,34150,0.003068768,0.003872217,0,0,0.008605852,0,0,0.777341857,3,0,2
3666,Polmix,22385,0.000697447,0.009680542,0,0,0.005163511,0,0,0.777075032,3,0,2
3667,ROTO Pavlinjek d.o.o.,32261,0.002092342,0.004840271,0,0,0.008605852,0,0,0.776923253,3,0,2
3668,DeLaval N.V.,28252,0.001115916,0.005808325,0,0,0.008605852,0,0,0.77650465,3,0,2
3669,Vinil TOV,34610,0.00251081,0.000968054,0,0,0.012048193,0,0,0.776352871,3,0,2
3670,ZPU Miedzyrzecz Sp. z o.o.,20264,0.001952853,0.013552759,0,0,0,0,0,0.775280576,3,0,2
3671,PETOUCH (ZOGOPOULOS),33988,0.001115916,0,0.003164557,0,0.00172117,0,0,0.7747657,3,0,2
3672,ProDeco Tutkal,28607,0.002371321,0.009680542,0,0,0.003442341,0,0,0.774710193,3,0,2
3673,Neenah Gessner GmbH,23054,0.001813363,0.006776379,0,0,0.006884682,0,0,0.773721208,3,0,2
3674,"SmarQuímica, Lda",27319,0.000836937,0.007744434,0,0,0.006884682,0,0,0.773302604,3,0,2
3675,NUTRIA HELLAS PC,33246,0.002231831,0.002904163,0,0,0.010327022,0,0,0.773150825,3,0,2
3676,Fero Consulting Ltd,31832,0.001255405,0.003872217,0,0,0.010327022,0,0,0.772732222,3,0,2
3677,MedSkin Solutions Dr. Suwelack AG,27542,0.001255405,0.003872217,0,0,0.010327022,0,0,0.772732222,3,0,2
3678,Klb Kötztal Lacke + Beschichtungen Gmbh,554,0.001813363,0.000968054,0.003164557,0,0,0,0,0.771982258,3,0,2
3679,DELTACHEM LTD,25424,0.001952853,0.004840271,0,0,0.008605852,0,0,0.76994878,3,0,2
3680,Qualita I. Com. Produtos Vedação Ltda. EPP,12175,0,0.000968054,0.003164557,0,0.00172117,0,0,0.767372623,3,0,2
3681,Chanet Peintures,34631,0.001673874,0.006776379,0,0,0.006884682,0,0,0.766746734,3,0,2
3682,SCO TRADE s.r.o.,34090,0.001673874,0.006776379,0,0,0.006884682,0,0,0.766746734,3,0,2
3683,Fine Agrochemicals Ltd,25073,0.001115916,0.003872217,0,0,0.010327022,0,0,0.765757748,3,0,2
3684,Mikskaar AS,30341,0.001115916,0.003872217,0,0,0.010327022,0,0,0.765757748,3,0,2
3685,AB Azucarera Iberia SLU,14029,0.000418468,0.009680542,0,0,0.005163511,0,0,0.763126085,3,0,2
3686,Sany Trading GmbH,24270,0.001813363,0.004840271,0,0,0.008605852,0,0,0.762974306,3,0,2
3687,Maletta Ercole srl,22692,0.001813363,0.004840271,0,0,0.008605852,0,0,0.762974306,3,0,2
3688,WestExtract Naturstoffextraktionen GmbH,35576,0.001813363,0.004840271,0,0,0.008605852,0,0,0.762974306,3,0,2
3689,LY-TEC GmbH,34806,0.001255405,0.001936108,0,0,0.012048193,0,0,0.761985321,3,0,2
3690,Macol snc,25936,0.003068768,0.008712488,0,0,0.003442341,0,0,0.76117985,3,0,2
3691,Keysuccess Ltd,22166,0.000557958,0.007744434,0,0,0.006884682,0,0,0.759353657,3,0,2
3692,GISA SNC,23084,0.001952853,0.002904163,0,0,0.010327022,0,0,0.759201878,3,0,2
3693,LECO,23826,0.000976426,0.003872217,0,0,0.010327022,0,0,0.758783275,3,0,2
3694,Josiga UAB,33704,0.001394895,0,0,0,0.013769363,0,0,0.758212893,3,0,2
3695,EXPANDED POLYMER SYSTEMS PVT. LTD.,3010,0.001534384,0.000968054,0.003164557,0,0,0,0,0.758033311,3,0,2
3696,Dunlop Protective Footwear,27365,0.001255405,0.008712488,0,0,0.005163511,0,0,0.756570215,3,0,2
3697,Grafix Centrum Poligrafii Rafał Rausz,33368,0.001673874,0.004840271,0,0,0.008605852,0,0,0.755999833,3,0,2
3698,Persit Star S.r.l.,29359,0.001673874,0.004840271,0,0,0.008605852,0,0,0.755999833,3,0,2
3699,Patiram Trade B.v.,27482,0.001115916,0.001936108,0,0,0.012048193,0,0,0.755010847,3,0,2
3700,3A ANTIOXIDANTS,21286,0.004324174,0.003872217,0,0,0.006884682,0,0,0.754053598,3,0,2
3701,MCPOLSKA.PL SP Z .O. O.  SP. K.,30401,0.001952853,0.009680542,0,0,0.003442341,0,0,0.753786773,3,0,2
3702,bi.bra Abwassertechnik GmbH,1873,0.000976426,0.010648596,0,0,0.003442341,0,0,0.75336817,3,0,2
3703,Uneedus Group LLP,21964,0.001394895,0.006776379,0,0,0.006884682,0,0,0.752797787,3,0,2
3704,Globalpur,14514,0.002371321,0,0.003164557,0,0,0,0,0.751477441,3,0,2
3705,Fiberpipe GFK Vertriebsgesellschaft mbH,24795,0.002092342,0.007744434,0,0,0.005163511,0,0,0.750014345,3,0,2
3706,Drawin Trading GmbH,33917,0.00251081,0.003872217,0,0,0.008605852,0,0,0.749443963,3,0,2
3707,Gentex Corporation,27269,0.001534384,0.004840271,0,0,0.008605852,0,0,0.749025359,3,0,2
3708,"HAMEX, TRGOVINA IN STORITVE, D.O.O.",30682,0.001534384,0.004840271,0,0,0.008605852,0,0,0.749025359,3,0,2
3709,Rapsodi Dekor Sanayi,28586,0.001952853,0.000968054,0,0,0.012048193,0,0,0.748454977,3,0,2
3710,Innobiomil,34622,0.002789789,0.008712488,0,0,0.003442341,0,0,0.747230903,3,0,2
3711,HET spol. s r.o.,34356,0.001813363,0.009680542,0,0,0.003442341,0,0,0.7468123,3,0,2
