id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,KmeansClusterPredicted,cluster Kmeans 10000 runs,cluster (RM) 1000 runs,DBSCANClusterPredicted,AgloClusterPredicted,SpectralClusterPredicted
192,Halo Industry S.p.A.,23808,0.051471614,0.187802517,0.041139241,0,0.149741824,0,0,27.67864587,2,4,4,4,0,0,4
193,BURBOYA AS,8296,0.051192635,0.191674734,0.050632911,0,0.103270224,0,0,27.4334619,2,0,4,4,0,3,4
194,Additek SAS,21762,0.069047287,0.130687318,0.03164557,0.016393443,0.156626506,0,0,27.42585802,2,0,4,4,0,0,4
195,Chemispec,8473,0.029013809,0.058083253,0.107594937,0,0.030981067,0,0,27.4228938,2,0,0,2,0,2,0
196,Laviosa Chimica Mineraria Spa,16074,0.077556145,0.071636012,0.037974684,0.016393443,0.180722892,0,0,27.36937762,2,0,4,4,0,3,4
197,Super Nail Center GmbH,20520,0.03933603,0.137463698,0.07278481,0,0.079173838,0,0,27.35564034,2,0,4,4,0,3,4
198,VIPO a.s.,22247,0.073092482,0.156824782,0.037974684,0,0.165232358,0,0,27.35241779,2,4,4,4,0,0,4
199,INCASA SL,31540,0.036406751,0.042594385,0.10443038,0,0.048192771,0,0,27.24577133,2,0,0,2,0,2,0
200,QUIMIMONT SLU,25183,0.036964709,0.141335915,0.066455696,0,0.098106713,0,0,27.11150607,2,0,4,4,0,3,4
201,Ask s.a.l,32323,0.079927465,0.068731849,0.07278481,0,0.101549053,0,0,27.06738042,2,0,4,4,0,3,4
202,Mavi Tarım,27180,0.036406751,0.063891578,0.10443038,0,0.022375215,0,0,27.01975317,2,0,0,2,0,2,0
203,BOTEK AR-GE KİMYA A.Ş,30342,0.121634817,0.023233301,0.053797468,0,0.17555938,0,0,26.78086857,2,0,4,4,0,3,4
204,"Ciano Aquarium, S.A.",8262,0.054958851,0.092933204,0.056962025,0,0.156626506,0,0,26.61833311,2,0,4,4,0,3,4
205,Nature Vital GmbH Co.KG,20529,0.027758404,0.244917715,0.015822785,0,0.189328744,0,0,26.26480012,2,4,4,4,0,0,4
206,Global SciTech Innovations Ltd,31837,0.063188729,0.157792836,0.050632911,0,0.098106713,0,0,26.08099619,2,0,4,4,0,3,4
207,Mani Mark Paper Plast,25819,0.02622402,0.099709584,0.041139241,0,0.230636833,0,0,26.05636994,2,4,4,4,0,0,4
208,HSH Chemie SK s.r.o.,23497,0.047565909,0.194578896,0.044303797,0,0.101549053,0,0,26.04545242,2,0,4,4,0,3,4
209,Poitara,16730,0.042683777,0.071636012,0.082278481,0,0.077452668,0,0,26.04431904,2,0,4,4,0,3,0
210,MSP Trade 87 Ltd,31287,0.071418608,0.142303969,0.015822785,0.016393443,0.110154905,0.033122734,0,25.94939301,2,0,4,4,0,3,4
211,AB-Polymerchemie,8279,0.043102246,0.05517909,0.063291139,0.032786885,0.036144578,0,0,25.9369006,2,0,0,2,0,3,0
212,SIA COSMETIC LAB,34436,0.090807644,0.14714424,0.050632911,0,0.075731497,0,0,25.81075135,2,0,4,4,0,3,4
213,BRENNTAG KIMYA TIC.LTD.ŞTI.,10291,0.038778072,0.120038722,0.066455696,0,0.091222031,0,0,25.79308051,2,0,4,4,0,3,4
214,Theo Seulberger-Chemie GmbH & Co. KG,20503,0.019528526,0.173281704,0.006329114,0.016393443,0.230636833,0,0,25.71686443,2,4,4,4,0,0,4
215,AC Valquimia SLU,18817,0.005579579,0.020329138,0.082278481,0.032786885,0.005163511,0.011396353,0,25.70631999,2,2,2,2,0,2,0
216,Tehnohemija a.d.,15926,0.040451946,0.214908035,0.050632911,0,0.055077453,0,0,25.64845395,2,0,4,4,0,3,4
217,FABERCHIMICA SRL,14245,0.156228205,0.134559535,0.022151899,0,0.13253012,0,0,25.59627278,2,4,4,4,0,3,4
218,Hochschule Kaiserslautern,31068,0.049379272,0.114230397,0.022151899,0,0.254733219,0,0,25.34752411,2,4,4,4,0,0,4
219,Tailors Energy SA,31749,0.104756591,0.083252662,0.050632911,0,0.115318417,0,0,25.29296576,2,0,4,4,0,3,4
220,Chemical Point italia s.r.l.,31857,0.057190682,0.057115198,0.037974684,0,0.239242685,0,0,25.27236499,2,0,4,4,0,0,4
221,Agakim Kimya Sanayi ve Ticaret A.Ş.,25736,0.079230018,0.154888674,0.022151899,0,0.182444062,0,0,25.25851744,2,4,4,4,0,0,4
222,Unifab Chemicals,33674,0.049239782,0.151016457,0.063291139,0,0.051635112,0,0,25.25279541,2,0,4,4,0,3,4
223,TEKNO YAPI KİMYASALLARI SAN.VE TİC.A.Ş.,17073,0.034732878,0.164569216,0.053797468,0,0.089500861,0,0,25.19964138,2,0,4,4,0,3,4
224,Beaulieu International Group,22213,0.051611103,0.139399806,0.050632911,0,0.108433735,0,0,25.09881451,2,0,4,4,0,3,4
225,ALEXA KİMYA BOYA VE OTOMASYON SAN TİC A.Ş,17446,0.002231831,0.000968054,0.07278481,0.049180328,0.005163511,0,0,24.81119744,2,2,2,2,0,2,0
226,Eurasia Trade OÜ,33096,0.059701493,0.044530494,0.088607595,0,0.036144578,0,0,24.74034722,2,0,0,2,0,2,0
227,Elif Endustriyel Kimyasallari,11141,0.035290836,0.071636012,0.079113924,0,0.068846816,0,0,24.61146796,2,0,0,2,0,3,0
228,Betek Boya San Tic A.S,6815,0.03668573,0.097773475,0.041139241,0.016393443,0.127366609,0,0,24.59782737,2,0,4,4,0,3,4
229,Printcolor Screen AG,27932,0.052727019,0.187802517,0.009493671,0,0.213425129,0,0,24.59646743,2,4,4,4,0,0,4
230,SBZ Corporation Ltd,27691,0.035569814,0.022265247,0.009493671,0,0.395869191,0,0,24.5839468,2,4,4,4,0,0,4
231,ALFA Klebstoffe AG,17373,0.035569814,0.121006776,0.028481013,0.049180328,0.024096386,0,0,24.56591693,2,0,0,2,0,3,0
232,Gluecom Nv,15388,0.045752546,0.127783156,0.028481013,0.016393443,0.137693632,0,0,24.53635772,2,0,4,4,0,3,4
233,Colorplas Ltd,20867,0.005579579,0.005808325,0.015822785,0.098360656,0.022375215,0,0,24.52484407,2,2,2,2,0,2,0
234,DERYPOL,18330,0.006974473,0.030009681,0.063291139,0.032786885,0.020654045,0.024192258,0,24.51674068,2,2,2,2,0,2,0
235,Erkim Gıda Pazarlama Kimya San. ve Tic A.Ş.,25439,0.044218162,0.047434656,0.075949367,0,0.094664372,0,0,24.5057329,2,0,4,4,0,3,0
236,Direct Pharma SP. z o.o.,4007,0.040451946,0.029041626,0.101265823,0,0.012048193,0,0,24.33025281,2,0,0,2,0,2,0
237,Quimar Industrias Quimicas Ltda,1439,0.16543451,0.256534366,0,0,0.063683305,0,0,24.28260901,2,4,4,4,0,0,4
238,Tradebe Chemicals,33136,0.060119961,0.049370765,0.066455696,0,0.110154905,0,0,24.27342079,2,0,4,4,0,3,4
239,Max Perlès,19052,0.055516808,0.067763795,0.056962025,0,0.134251291,0,0,24.26899977,2,0,4,4,0,3,4
240,Grc Parfum Spa,18975,0.03403543,0.265246854,0,0,0.184165232,0,0,24.17237583,2,4,4,4,0,0,4
241,"PinoPine, Produtos Quimicos SA",2411,0.048960803,0.11713456,0.034810127,0.016393443,0.111876076,0,0,24.13928578,2,0,4,4,0,3,4
242,"NOREL, S.A.",19949,0.044078672,0.119070668,0.047468354,0,0.127366609,0,0,24.01946835,2,0,4,4,0,3,4
243,Univar Solutions AB,10676,0.029153299,0.083252662,0.050632911,0.016393443,0.092943201,0.002785775,0,23.95130645,2,0,4,4,0,3,4
244,XiMo Hungary Kft.,3065,0.030966662,0.045498548,0.056962025,0.032786885,0.04130809,0.000333227,0,23.87176975,2,0,0,2,0,3,0
245,Teca-Print Kft.,17559,0.04993723,0.046466602,0.041139241,0.032786885,0.068846816,0.007592237,0,23.80698125,2,0,0,2,0,3,0
246,Cowa Thermal Solutions AG,22615,0.044078672,0.071636012,0.060126582,0,0.118760757,0,0,23.74908851,2,0,4,4,0,3,4
247,AEV Europe Kft,23170,0.039754499,0.093901258,0.03164557,0.016393443,0.148020654,1.26E-05,0,23.6928826,2,0,4,4,0,3,4
248,Vensotec Systemkemi AB,1994,0.05523783,0.139399806,0.028481013,0,0.165232358,0,0,23.68970223,2,0,4,4,0,0,4
249,PINTURAS MONTÓ,23163,0.014646394,0.057115198,0.053797468,0.016393443,0.027538726,0.046705054,0,23.67370358,2,0,0,2,0,2,0
250,First National Company Plc.,1508,0.152601479,0.079380445,0,0,0.240963855,0,0,23.64728897,2,4,4,4,0,0,4
251,SIOF DISTRIBUZIONE PIGMENTI SRL,1431,0.100850886,0.236205227,0,0,0.13253012,0,0,23.47931169,2,4,4,4,0,0,4
252,Mermaid Bubble,22277,0.030966662,0.068731849,0.082278481,0,0.037865749,0,0,23.33390919,2,0,0,2,0,3,0
253,Chemes Ky,16952,0.011298647,0.004840271,0.056962025,0.049180328,0.025817556,0,0,23.32629433,2,2,2,2,0,2,0
254,Teknos AG,20160,0.061514856,0.116166505,0.056962025,0,0.060240964,0,0,23.2885213,2,0,4,4,0,3,4
255,J. Sigel & Sohn GmbH,21572,0.029571767,0.069699903,0.028481013,0.032786885,0.115318417,0.00268666,0,23.25174996,2,0,4,4,0,3,4
256,UAB Utenos Trikotažas,20261,0.048263356,0.034849952,0.037974684,0.032786885,0.084337349,0.006001413,0,23.1249879,2,0,0,2,0,3,0
257,Carboline Polska sp. z o.o.,13463,0.012554052,0.017424976,0.028481013,0.06557377,0.034423408,0.010551357,0,23.08621411,2,2,2,2,0,2,0
258,EURL Ker Kibell,21046,0.040172967,0.082284608,0.044303797,0.016393443,0.089500861,0.00268714,0,23.0060838,2,0,4,4,0,3,4
259,Chromos-Svjetlost d.o.o.,28787,0.054540382,0.122942885,0.037974684,0,0.12908778,0,0,22.92348904,2,0,4,4,0,3,4
260,AVESORO HOLDINGS,34546,0.076440229,0.06195547,0.056962025,0,0.08777969,0,0,22.70117449,2,0,4,4,0,3,4
261,POLİN KİMYASAN.TİC.A.Ş.,16542,0.018831078,0.041626331,0.063291139,0.032786885,0.006884682,0,0,22.58270944,2,2,2,2,0,2,0
262,DuPont Specialty Products GmbH & Co. KG,15754,0.037243688,0.132623427,0.006329114,0.049180328,0.058519793,0,0,22.52123378,2,0,4,4,0,3,4
263,3-S MÜHENDISLIK,25817,0.041707351,0.057115198,0.056962025,0,0.122203098,0,0,22.44368745,2,0,4,4,0,3,4
264,Arcanum Chemical & Consultancy,21098,0.11019668,0.096805421,0.022151899,0,0.153184165,0,0,22.43969307,2,0,4,4,0,3,4
265,"COMERCIAL COLL VILA 324,S.L.",3011,0.047426419,0.017424976,0.018987342,0.049180328,0.063683305,0.023512476,0,22.41151652,2,0,0,2,0,3,0
266,"UROŠ RUPAR s.p., inženiring in projektiranje",23228,0.044357651,0.038722168,0.063291139,0.016393443,0.04475043,0,0,22.32842886,2,0,0,2,0,3,0
267,Hygefpro GmbH,34448,0.03417492,0.399806389,0,0,0.012048193,0,0,22.30147509,2,4,4,4,0,0,4
268,VITO Irmen GmbH,17086,0.013948947,0.021297193,0.041139241,0.049180328,0.04302926,0,0,21.97768364,2,2,2,2,0,2,0
269,POLL CHIMIC SRL,5070,0.025387083,0.079380445,0.044303797,0.016393443,0.091222031,0,0,21.938926,2,0,4,4,0,3,4
270,AMIK ITALIA S.P.A.,19208,0.033756451,0.101645692,0.044303797,0,0.122203098,0,0,21.74102158,2,0,4,4,0,3,4
271,Polres Polyester Boya ve Kimya San Tic. Ltd. Şti.,14450,0.042823267,0.05517909,0.047468354,0,0.146299484,0,0,21.70876291,2,0,4,4,0,3,4
272,TEKNOVA MATBAACILIK KIMYA SANAYI VE TICARET A.S.,7046,0.020365462,0.004840271,0.034810127,0.049180328,0.070567986,0,0,21.58677687,2,0,0,2,0,3,0
273,Sfinx-E OÜ,21144,0.035988283,0.078412391,0.053797468,0,0.101549053,0,0,21.55698004,2,0,4,4,0,3,4
274,Transmare Chemie,4181,0.13390989,0.216844143,0.003164557,0,0.067125645,0,0,21.52689532,2,0,4,4,0,3,4
275,Hungary Musashi Ltd.,10162,0.016320268,0.038722168,0.041139241,0.032786885,0.075731497,0.002025019,0,21.5264237,2,0,0,2,0,3,0
276,SAWEX S.A,15748,0.052169061,0.154888674,0.041139241,0,0.058519793,0,0,21.50672452,2,0,4,4,0,3,4
277,Saponia d.d. Osijek,22474,0.035709304,0.152952565,0.034810127,0,0.101549053,0,0,21.47257145,2,0,4,4,0,3,4
278,Cerâmica do Liz sa,6434,0.009903752,0.01839303,0.041139241,0.049180328,0.037865749,0.000627299,0,21.43477015,2,2,2,2,0,2,0
279,CHEMIBAY (Eurotex),17898,0.001115916,0,0.056962025,0.049180328,0.00172117,0,0,21.37032494,2,2,2,2,0,2,0
280,"Repsol Polimeros, Unipessoal, Limitada",17078,0.019807505,0.046466602,0.015822785,0.016393443,0.060240964,0.085972489,0,21.36624789,2,0,0,2,0,2,0
281,Heinrich König GmbH & Co.KG,20897,0.092481518,0.082284608,0.025316456,0,0.149741824,0,0,21.28868864,2,0,4,4,0,3,4
282,Brenntag,15427,0.033059004,0.224588577,0.003164557,0,0.154905336,0,0,21.26055722,2,4,4,4,0,0,4
283,Unisil Hungary Kft.,23485,0.035709304,0.083252662,0.022151899,0.016393443,0.149741824,0.000281243,0,21.17238213,2,0,4,4,0,3,4
284,Akoni Kimya Bilgi Teknolojileri San.ve Tic.A.Ş,22761,0.043381225,0.157792836,0.018987342,0,0.146299484,0,0,21.17114559,2,0,4,4,0,0,4
285,Heraeus Deutschland GmbH,2064,0.020504952,0.058083253,0.037974684,0.032786885,0.055077453,0.002071337,0,21.04273034,2,0,0,2,0,3,0
286,EKOLINE SRL,30647,0.04714744,0.081316554,0.050632911,0,0.089500861,0,0,21.02482501,2,0,4,4,0,3,4
287,Practicosa S.A.,30551,0.050495188,0.068731849,0.053797468,0,0.08605852,0,0,21.02377149,2,0,4,4,0,3,4
288,BI-QEM SA,22653,0.027618915,0.07357212,0.060126582,0,0.077452668,0,0,20.95750159,2,0,0,2,0,3,0
289,Vodoservice d.o.o.,34440,0.037383178,0.059051307,0.041139241,0,0.156626506,0,0,20.88089762,2,0,4,4,0,3,4
290,404 Kimya A.S,25772,0.059004045,0.049370765,0.056962025,0,0.080895009,0,0,20.85589599,2,0,0,2,0,3,0
291,SERDİL KİMYA İÇ DIŞ TİCARET SANAYİ LİMİTED ŞİRKETİ,18282,0.019110057,0.027105518,0.082278481,0,0.04130809,0,0,20.83187943,2,0,0,2,0,2,0
292,Drogas Vigo SL,13535,0.003068768,0.000968054,0.018987342,0.032786885,0.005163511,0.09996801,0,20.81166311,2,2,2,2,0,2,0
293,HSH Chemie,1369,0.001255405,0.005808325,0.101265823,0,0.003442341,0,0,20.77846812,2,2,2,2,0,2,0
294,SREM Technologies,24688,0.021620868,0.0803485,0.069620253,0,0.034423408,0,0,20.74368939,2,0,0,2,0,3,0
295,Belgo Prism SA,30809,0.04212582,0.069699903,0.041139241,0,0.137693632,0,0,20.70381582,2,0,4,4,0,3,4
296,econ-systems GmbH,20944,0.030966662,0.133591481,0.041139241,0,0.084337349,0,0,20.67262273,2,0,4,4,0,3,4
297,SEVEN POOLS CANARIAS,23459,0.032082578,0.074540174,0.060126582,0,0.065404475,0,0,20.62667781,2,0,0,2,0,3,0
298,TOMCHEM F.H.U,31377,0.032501046,0.051306873,0.069620253,0,0.049913941,0,0,20.61014367,2,0,0,2,0,3,0
299,BASF SE,1011,0.02106291,0.032913843,0.015822785,0.032786885,0.120481928,0.021366496,0,20.58151765,2,0,0,2,0,3,0
300,KAYALAR KIMYA SAN. ve TIC. A.S.,1004,0.023015762,0.032913843,0.082278481,0,0.022375215,0,0,20.37093723,2,2,2,2,0,2,0
301,BARPIMO,24457,0.028316362,0.094869313,0.022151899,0.016393443,0.099827883,0.013995521,0,20.2592983,2,0,4,4,0,3,4
302,Intermexim S.L.,27654,0.098340075,0.047434656,0.03164557,0,0.13253012,0,0,20.24435653,2,0,4,4,0,3,4
303,SWIF GmbH,20736,0.040730925,0.112294288,0.047468354,0,0.061962134,0,0,20.24303826,2,0,4,4,0,3,4
304,Berdica Cement,3138,0.075045334,0.092933204,0.041139241,0,0.072289157,0,0,20.24123285,2,0,4,4,0,3,4
305,"BIOKOSMETIKOS MANUFAKTŪRA,UAB",21988,0.043799693,0.085188771,0.053797468,0,0.060240964,0,0,20.22096505,2,0,0,2,0,3,0
306,RC TRITEC AG,21040,0.010182731,0.076476283,0.028481013,0.032786885,0.065404475,0.002933661,0,20.15012015,2,0,0,2,0,3,0
307,XATICO Group Sàrl.,17492,0.078532571,0.049370765,0.022151899,0.016393443,0.120481928,0.000166613,0,20.14499277,2,0,4,4,0,3,4
308,"LLC ""NEVOKHIM PLANT""",34329,0.066675966,0.071636012,0.037974684,0,0.111876076,0,0,20.10433937,2,0,4,4,0,3,4
309,Taç Boya San ve tic ltd şti,16240,0.029153299,0.11035818,0.028481013,0.016393443,0.080895009,0,0,19.99521544,2,0,4,4,0,3,4
310,Univar Solutions AG,9437,0.027758404,0.034849952,0.018987342,0.032786885,0.074010327,0.028071017,0,19.99288127,2,0,0,2,0,3,0
311,ELANTAS Europe s.r.l.,20504,0.017994141,0.133591481,0.015822785,0,0.184165232,0,0,19.95209971,2,0,4,4,0,0,4
312,IKON Innovation - Kingspan,12161,0.052727019,0.07357212,0.034810127,0,0.13080895,0,0,19.81742978,2,0,4,4,0,3,4
313,Famico Trading Limited,34811,0.051750593,0.178121975,0.012658228,0,0.115318417,0,0,19.79119478,2,0,4,4,0,3,4
314,TPF Industrie,29171,0.047007951,0.066795741,0.060126582,0,0.04130809,0,0,19.7809055,2,0,0,2,0,3,0
315,Ermaksan Makina Disli Yedek Parca San Ve Tic Ltd Sti,30240,0.07086065,0.084220716,0.047468354,0,0.049913941,0,0,19.74343628,2,0,0,2,0,3,0
316,PUR SI SIMPLU IND SRL,14996,0.02092342,0.097773475,0.060126582,0,0.034423408,0,0,19.68133163,2,0,0,2,0,3,0
317,SPESİFİK KİMYA LTD. ŞTİ.,24197,0.027897894,0.022265247,0.075949367,0,0.039586919,0,0,19.6773764,2,0,0,2,0,2,0
318,BOTZ GmbH,19929,0.035430325,0.157792836,0.006329114,0.032786885,0.04302926,1.33E-05,0,19.63715381,2,0,4,4,0,3,4
319,"TETSUTANI & CO.,LTD.",1458,0.113265448,0.186834463,0.006329114,0,0.067125645,0,0,19.62710062,2,0,4,4,0,3,4
320,DMRSÜREN KİMYA LTD ŞTİ,19455,0.056911703,0.026137464,0.060126582,0.016393443,0.00172117,0,0,19.54252184,2,2,2,2,0,3,0
321,"U. T. Químicos, Lda",25154,0.018970568,0.037754114,0.060126582,0,0.092943201,0,0,19.50871062,2,0,0,2,0,3,0
322,EVKLab,16855,0.015483331,0.045498548,0.082278481,0,0,0,0,19.50479015,2,2,2,2,0,2,0
323,ARSEKOL CONSTRUCTION CHEMICALS A.Ş.,29149,0.042823267,0.204259439,0.009493671,0,0.104991394,0,0,19.50243915,2,0,4,4,0,3,4
324,Fluorochemika Poland,5246,0.021481378,0.105517909,0.050632911,0,0.060240964,0,0,19.48859483,2,0,4,4,0,3,4
325,LLC Fabrika Krasoty Bel,19174,0.03417492,0.029041626,0.066455696,0,0.060240964,0,0,19.46401474,2,0,0,2,0,3,0
326,Chemiartis SA,18743,0.021760357,0.037754114,0.018987342,0.032786885,0.067125645,0.027559981,0,19.44284932,2,0,0,2,0,3,0
327,Ravago Chemicals Austria GmbH,17750,0.025247594,0.136495644,0.03164557,0,0.099827883,0,0,19.40766995,2,0,4,4,0,3,4
328,Plasti Chemie Produktions GmbH,21441,0.017575673,0.016456922,0.028481013,0.032786885,0.067125645,0.020673591,0,19.37885067,2,0,0,2,0,3,0
329,Kissel + Wolf GmbH,16690,0.039893988,0.148112294,0.025316456,0,0.098106713,0,0,19.36894088,2,0,4,4,0,3,4
330,VELVA PC,14517,0.01562282,0.058083253,0.060126582,0,0.072289157,0,0,19.32507794,2,0,0,2,0,3,0
331,"Valresa Coatings, S.A.",23215,0.025526573,0.072604066,0.056962025,0,0.060240964,0,0,19.31098518,2,0,0,2,0,3,0
332,Purkem kimya sanayi tic ltd.sti.,20185,0.030966662,0.048402711,0.063291139,0,0.053356282,0,0,19.29451059,2,0,0,2,0,3,0
333,Einhorn Werke,20739,0.01311201,0.024201355,0.047468354,0.032786885,0.027538726,0,0,19.29365252,2,2,2,2,0,2,0
334,KIROPLASTEIO I. M. KASTORIAS,30272,0.069326266,0.180058083,0.012658228,0,0.084337349,0,0,19.2177305,2,0,4,4,0,3,4
335,SIMYACIBASI KIMYA INSAAT TAAHHUT SANAYI VE TICARET LIMITED SIRKETI,15381,0.035988283,0.06195547,0.053797468,0,0.070567986,0,0,19.1850806,2,0,0,2,0,3,0
336,PROGINTEC,32910,0.040033477,0.104549855,0.053797468,0,0.022375215,0,0,19.10742104,2,0,0,2,0,3,0
337,Ahmet alkan mühendislik ithalat ihracat ltd şti,24869,0.048263356,0.086156825,0.034810127,0,0.108433735,0,0,19.10472111,2,0,4,4,0,3,4
338,Goat-Tech GmbH,15404,0.008927326,0.019361084,0.037974684,0.049180328,0.005163511,0,0,19.10359835,2,2,2,2,0,2,0
339,Pitura doo,18605,0.020644441,0.102613746,0.03164557,0,0.13080895,0,0,19.03247081,2,0,4,4,0,3,4
340,Quimidroga,1258,0.099455991,0.109390126,0.015822785,0,0.108433735,0,0,19.02854955,2,0,4,4,0,3,4
341,Acros Organics BVBA,2214,0.013530478,0.141335915,0.003164557,0,0.211703959,0,0,18.96142899,2,0,4,4,0,0,4
342,Stea s.r.l.,19187,0.030966662,0.115198451,0.041139241,0,0.067125645,0,0,18.89238603,2,0,4,4,0,3,4
343,Mistok LTD TURKEY,4090,0.046589482,0.077444337,0.053797468,0,0.037865749,0,0,18.85447208,2,0,0,2,0,3,0
344,OSİB Boya Ltd Şti,14376,0.004742642,0.010648596,0.041139241,0.049180328,0,0,0,18.83347559,2,2,2,2,0,2,0
345,SARL INOKIMIA,16715,0.031245641,0.074540174,0.053797468,0,0.055077453,0,0,18.80265706,2,0,0,2,0,3,0
346,Dousselin,16990,0.02622402,0.072604066,0.060126582,0,0.036144578,0,0,18.77394967,2,0,0,2,0,3,0
347,Metakim Kimya San. ve Tic.Ltd.Şti,11309,0.019249547,0.001936108,0.03164557,0.049180328,0.030981067,0,0,18.77351561,2,2,2,2,0,2,0
348,Setas Kimya,7386,0.022457804,0.119070668,0.034810127,0,0.094664372,0,0,18.77166752,2,0,4,4,0,3,4
349,MEGARA RESINS ANASTASSIOS FANIS S.A,8803,0.040591435,0.118102614,0.034810127,0,0.077452668,0,0,18.76936116,2,0,4,4,0,3,4
350,Domomat,28047,0.029711257,0.063891578,0.037974684,0,0.127366609,0,0,18.64340891,2,0,4,4,0,3,4
351,COGNIZANT CHEMICAL PVT LTD,17509,0.059422514,0.034849952,0.060126582,0,0.037865749,0,0,18.63222715,2,0,0,2,0,3,0
352,Brenntag SpA Polymers,20866,0.023992189,0.022265247,0.006329114,0.032786885,0.099827883,0.034695564,0,18.59702216,2,0,0,2,0,3,0
353,Teal & Mackrill Ltd,22128,0.02371321,0.07357212,0.034810127,0.016393443,0.065404475,0.00186607,0,18.56181103,2,0,0,2,0,3,0
354,"Plurichem, Lda",31300,0.043660204,0.104549855,0.037974684,0,0.070567986,0,0,18.53383894,2,0,4,4,0,3,4
355,Zakroma Kavkaza LLC,31235,0.053982424,0.075508228,0.034810127,0,0.101549053,0,0,18.51401062,2,0,4,4,0,3,4
356,Yesil Bursa Endustriyel Temizlik Sanayi ve Ticaret Limited Sirketi,32070,0.040312456,0.042594385,0.060126582,0,0.046471601,0,0,18.49423857,2,0,0,2,0,3,0
357,CLB MADENCİLİK MÜHENDİSLİK VE İMALAT SAN. TİC. LTD. ŞTİ,30617,0.055377319,0.084220716,0.015822785,0,0.166953528,0,0,18.49213515,2,0,4,4,0,3,4
358,HB Body SA,24652,0.010880179,0.049370765,0.012658228,0.049180328,0.061962134,0,0,18.47836502,2,0,0,2,0,3,0
359,ZAMBOTTO VERNICI SRL,15391,0.001394895,0.000968054,0.056962025,0.032786885,0.006884682,0,0,18.41216364,2,2,2,2,0,2,0
360,FARBE SRL,15099,0.062072814,0.029041626,0.025316456,0.016393443,0.110154905,0,0,18.40544692,2,0,0,2,0,3,0
361,Keramaks,28402,0.041428372,0.081316554,0.047468354,0,0.055077453,0,0,18.38478981,2,0,0,2,0,3,0
362,Lackfabrik Bäder GmbH & Co. KG,21524,0.013530478,0.03678606,0.025316456,0.032786885,0.084337349,0,0,18.35336258,2,0,0,2,0,3,0
363,Elixi GmbH,21169,0.006556005,0.010648596,0.009493671,0.049180328,0.027538726,0.04341544,0,18.31351017,2,2,2,2,0,2,0
364,JSC RESPECTA,22269,0.027060957,0.054211036,0.056962025,0,0.055077453,0,0,18.20987733,2,0,0,2,0,3,0
365,Mehrbaum GMBH,27646,0.031943088,0.211035818,0.009493671,0,0.082616179,0,0,18.17848844,2,0,4,4,0,3,4
366,SterilTec GmbH,21200,0.019110057,0.053242982,0.069620253,0,0.012048193,0,0,18.14411221,2,0,0,2,0,2,0
367,ANV Trader,18732,0.037662157,0.044530494,0.063291139,0,0.025817556,0,0,18.05873816,2,0,0,2,0,2,0
368,ELAPRO GmbH & Co. KG,22330,0.02106291,0.042594385,0.044303797,0.016393443,0.053356282,0,0,17.99012688,2,0,0,2,0,3,0
369,SUDLAC,13619,0.053982424,0.255566312,0.003164557,0,0.036144578,0,0,17.91757711,2,0,4,4,0,3,4
370,PEGAMENTOS DEL NOROESTE SA,20812,0.032780025,0.058083253,0.037974684,0,0.113597246,0,0,17.8179629,2,0,4,4,0,3,4
371,PLUM GRUP İÇ DIŞ TİCARET VE DANIŞMANLIK LİMİTED ŞİRKETİ,32868,0.042265309,0.069699903,0.044303797,0,0.065404475,0,0,17.72924385,2,0,0,2,0,3,0
372,SYNTEZIS Sp. z o. o,18511,0.044915609,0.185866409,0.015822785,0,0.060240964,0,0,17.71570602,2,0,4,4,0,3,4
373,Büttner s.r.o.,28899,0.053284977,0.09196515,0.022151899,0,0.118760757,0,0,17.63092396,2,0,4,4,0,3,4
374,Apollo Chemicals,21142,0.015483331,0.072604066,0.028481013,0.016393443,0.084337349,0,0,17.59612837,2,0,0,2,0,3,0
375,Cod Beck Blenders Ltds,13000,0.013390989,0.031945789,0.066455696,0,0.039586919,0,0,17.53732409,2,0,0,2,0,2,0
376,Leprinxol GmbH,6079,0.033198494,0.058083253,0.050632911,0,0.056798623,0,0,17.53060074,2,0,0,2,0,3,0
377,QUIMIND GREEN Lda,25911,0.025387083,0.148112294,0.034810127,0,0.036144578,0,0,17.44422311,2,0,4,4,0,3,4
378,MERTLER END. MAD. LTD. ŞTİ.,7665,0.033337983,0.048402711,0.060126582,0,0.025817556,0,0,17.40322893,2,0,0,2,0,2,0
379,FABRIENVAF NUCA S.L,32200,0.052029572,0.039690223,0.050632911,0,0.053356282,0,0,17.38038611,2,0,0,2,0,3,0
